"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"lentainfonews.com","lentainfonews.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1290000","1730000","","",""
"Inc.Russia","incrussia.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","да","1283058","1707950","00:00:57","0.0","55215"
"Sputnik Беларусь — информационное издание","sputnik.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1260000","1700000","","",""
"«Metro» — газета","metronews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1259785","1688950","00:01:32","0.0","48368"
"Эконет.ру: новости, статьи, обзоры, блоги, видео, события в","econet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1230000","1630000","","",""
"EVORUS - Новости, В мире. политика, экономика...","evo-rus.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1190000","1580000","","",""
"RMNews.ru","rmnews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1190000","1630000","","",""
"Вести Воронеж","vestivrn.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","ВГТРК","да","1189285","1725950","00:03:46","0.0","79687"
"case-news.com","case-news.com","Новости и СМИ","Новости","","","1170000","1530000","","",""
"Deutsche Welle — телерадиокомпания","dw.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1160000","1580000","","",""
"«Мир новостей» — новости на сайте издательства","mirnov.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1155334","1542900","00:00:51","0.0","48644"
"«Cорок семь новостей из Ленинградской области»","47news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1151409","1619600","00:03:11","0.0","64124"
"«НГС.Красноярск» — городской портал Красноярска","ngs24.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1144081","1585400","00:04:07","0.0","62812"
"Горобзор.ру — уфимский городской портал - Gorobzor.ru","gorobzor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1143052","1619900","00:03:12","0.0","91587"
"«Амур.инфо» — информационное агентство","amur.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1142789","1593300","00:04:44","0.0","76171"
"«Про город» — городская газета Ярославля","progorod76.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1142635","1539050","00:01:26","0.0","61243"
"Актуальные новости","actualnews.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1138594","1494250","00:01:28","0.0","47625"
"Инфореактор","inforeactor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1134328","1480800","00:01:11","0.0","42447"
"Алтапресс — новости Барнаула и Алтайского края, статьи...","altapress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1134179","1544300","00:03:20","0.0","65358"
"Hi-News.ru — новости высоких технологий","hi-news.ru","Наука, Техника и технологии, Наука->Научные журналы и публикации, Новости и СМИ->Научные журналы и публикации, Техника и технологии->Новости Hi-Tech, Новости и СМИ","Новости","","да","1130989","1499700","00:01:56","0.0","44795"
"«PenzaInform» — информационное агентство","penzainform.ru","Новости и СМИ","Новости","","да","1130069","1606250","00:04:08","0.0","68931"
"lentanowostkp.com","lentanowostkp.com","Новости и СМИ","Новости","","","1130000","1470000","","",""
"Великая эпоха — международная газета","epochtimes.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1120000","1500000","","",""
"Эксперт — деловой еженедельник и его приложения","expert.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1120000","1540000","","",""
"«Версия-Саратов» — информационное агентство","nversia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1118754","1585650","00:03:20","0.0","75533"
"Ex-Press.by — новостной портал","ex-press.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1100000","1450000","","",""
"Телеканал RTVI","rtvi.com","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1100000","1470000","","",""
"Properm.ru — городской сайт Перми","properm.ru","Новости и СМИ","Новости","","да","1093455","1524050","00:04:40","0.0","54296"
"Sputnik Армения - обновления новостей онлайн 24 часа","armeniasputnik.am","Новости и СМИ","Новости","","","1090000","1510000","","",""
"twentynews.ru","twentynews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1090000","1490000","","",""
"«Башинформ» — информационное агентство","bashinform.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1080310","1535000","00:03:19","0.0","67192"
"Daily Inform","daily-inform.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1080000","1440000","","",""
"Home","info-tses.kz","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1080000","1450000","","",""
"Sibnet.ru — сибирский портал - Сибнет","sibnet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1080000","1580000","","",""
"Челнинские известия — городская газета","chelny-izvest.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1070000","1430000","","",""
"TJournal— онлайн-издание о технологиях и трендах","tjournal.ru","Новости и СМИ, Новости и СМИ->Новости технологий","Новости","","","1070000","1490000","","",""
"«Ufa1.ru» — информационный портал Уфы","ufa1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1055349","1477150","00:03:36","0.0","67150"
"«Взгляд-инфо» — информационное агентство","vzsar.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1053438","1611150","00:10:05","0.0","81534"
"Рязанский портал. Новости Рязани и мира.","ya62.ru","Новости и СМИ","Новости","","да","1048244","1461950","00:04:59","0.0","77441"
"Политика Сегодня информационное агентство","polit.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1024805","1328250","00:01:06","0.0","42795"
"PrimaMedia — информационное агентство","primamedia.ru","Новости и СМИ","Новости","","","1020000","1370000","","",""
"The Bell — Daily Ringtone","thebell.io","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1020000","1380000","","",""
"«Om1.ru» — информационный портал г. Омска","om1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1015702","1406100","00:02:34","0.0","61844"
"Главные новости планеты | Planet Today","planet-today.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","999000","1330000","","",""
"«Proufu.ru» — новостной портал","proufu.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","995135","1403100","00:03:14","0.0","65531"
"Суть Событий - электронное периодическое издание","argumentiru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","986000","1330000","","",""
"Гродно 24 — Новости Гродно, новости Гродненской...","grodno24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","982196","1295100","00:01:05","0.0","39858"
"Latest breaking news available as free video on... | Euronews","euronews.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","982000","1350000","","",""
"«Реальное время» — онлайн-газета деловых новостей","realnoevremya.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","981934","1377700","00:02:17","0.0","49948"
"Столичное телевидение — телекомпания","ctv.by","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","980000","1320000","","",""
"«63.ru» — сайт для жителей Самарской области","63.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","979634","1525500","00:07:52","0.0","77523"
"Версия - информационное агентство новостей","versiya.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","979000","1310000","","",""
"Актуальные новости за неделю","daymy.pro","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","977000","1270000","","",""
"Новости РОССИИ: последние новости дня - Деловой...","dk.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","976928","1404200","00:02:30","0.0","45003"
