"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"«НТВ» — телекомпания","ntv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","Газпром-Медиа Холдинг","да","14191096","21127100","00:05:25","0.009958940192128913","826530"
"«Regnum» — федеральное информационное агентство","regnum.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","14137461","22708900","00:02:24","0.0","1120584"
"«Life.ru» — информационный портал","life.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","11547535","17303500","00:03:50","0.0","776655"
"Федеральное агентство новостей. Новости со всего мира","riafan.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","11540217","17688950","00:03:46","0.0","928198"
"«Взгляд» — деловая газета","vz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","11241634","17985350","00:06:27","0.0","951198"
"«Эхо Москвы» — радиостанция","echo.msk.ru","Новости и СМИ","Новости","Газпром-Медиа Холдинг","да","11108721","18193850","00:14:21","0.0","1124143"
"«Первый канал» — официальный сайт","1tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","10700000","15800000","","",""
"Ура.ру — информационное агентство","ura.news","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","10359496","15927550","00:03:56","0.0","734267"
" РИА ""SM-News""","sm-news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","10104576","14380500","00:16:30","0.0","1366976"
"«M24.ru» — московское сетевое издание","m24.ru","Новости и СМИ","Новости","","да","9605316","13951750","00:01:39","0.0","496490"
"Starhit.ru — портал о жизни звезд","starhit.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","8375501","12359200","00:04:52","0.0","589576"
"«Фонтанка.ру» — петербургская интернет-газета","fontanka.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","8308483","12909350","00:08:40","0.0","667730"
"«Forbes Russia» — финансово-экономический журнал","forbes.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","да","7788631","11749250","00:02:44","0.0","419103"
"Телеканал Царьград последние новости онлайн","tsargrad.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","7698365","11283100","00:02:54","0.0","481601"
"«Гарант» — информационно-правовой портал","garant.ru","Государство и общество, Новости и СМИ->Деловые новости, Государство и общество->Законодательство, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","7670000","11000000","","",""
"Wi-fi.ru — информационно-развлекательный портал","wi-fi.ru","Новости и СМИ","Новости","Максима Телеком","да","7623538","13482250","00:24:41","0.0","914186"
"«Известия.Ru» — ежедневная газета | IZ.RU","iz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","7550000","10900000","","",""
"«360» — телеканал","360tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","7283481","10597700","00:02:15","0.0","408181"
"«Новая газета» — общеполитическая газета","novayagazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","7145581","10265600","00:04:41","0.0032872866957228343","428191"
"«Телепрограмма» — онлайн-версия женского журнала","teleprogramma.pro","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Комсомольская правда Digital","да","7036946","9994650","00:03:46","0.0","528098"
"24 СМИ","24smi.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","6900000","10200000","","",""
"«7 дней» — развлекательный портал","7days.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Газпром-Медиа Холдинг","да","6886948","10074400","00:02:58","0.0","490303"
"«Росбалт» — информационное агентство","rosbalt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6604155","9104400","00:02:42","0.0","366377"
"Все новости столицы, России и мира - Вечерняя Москва","vm.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","6518782","9445100","00:02:23","0.0","356035"
"«ИноСМИ.ru» — переводы публикаций зарубежных СМИ","inosmi.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","МИА «Россия сегодня»","да","6483273","9621150","00:04:53","0.0","436630"
"«Medialeaks» — развлекательный медиапроект","medialeaks.ru","Новости и СМИ","Новости","","да","6405269","9015000","00:01:51","0.0","329756"
"«BFM.ru» — деловой портал","bfm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6324200","8987550","00:01:01","0.0","320335"
"NEWS.ru","news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6246094","9110100","00:02:19","0.0","350969"
"ИА КРАСНАЯ ВЕСНА. Мир через призму гибридных войн.","rossaprimavera.ru","Новости и СМИ","Новости","","да","6102911","8681100","00:02:06","0.0","308350"
"«Интерфакс» — информационное агентство","interfax.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","6100000","9320000","","",""
"«Екатеринбург Он-Лайн» — региональный портал","e1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","5479487","8596450","00:16:56","0.0","404911"
"Политические новости и аналитика. Политика дома...","infox.sg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","5460000","7680000","","",""
"«Звезда» — телерадиокомпания","tvzvezda.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","5319956","7557400","00:01:48","0.0","283471"
"«Собеседник» — издательский дом","sobesednik.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","5160000","7330000","","",""
"MSN Россия | Новости, фото, погода, Skype и Outlook","msn.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5120890","7957850","00:14:37","0.0","455372"
"Корреспондент — украинская сеть новостей","korrespondent.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","5080000","7160000","","",""
"Национальная служба новостей - НСН","nsn.fm","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Мультимедиа Холдинг","да","5033108","7311000","00:01:44","0.0","248870"
"«Правда.Ру» — электронная газета","pravda.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Pravda.Ru","да","4917318","6809000","00:01:06","0.0","233629"
"Дни.ру – влиятельная российская интернет-газета","dni.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4809759","6355350","00:03:31","0.0","411380"
"Ридус — агентство гражданской журналистики","ridus.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4638247","6499750","00:02:48","0.0","246651"
"ФБА «Экономика сегодня» Новости экономики","rueconomics.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4633848","6606950","00:01:49","0.0","261109"
"BBC - Homepage","bbc.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","4580000","6380000","","",""
"«Бизнес Оnline» — электронная газета","business-gazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4351784","6235950","00:04:54","0.0","263553"
"«НГС.Новосибирск» — городской портал","ngs.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","4197085","6489200","00:15:32","0.0","296883"
"Новости на Znak.com - «Znak.com» — интернет-газета","znak.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4171467","5931850","00:02:31","0.0","218882"
"Народные Новости — информационное агентство","nation-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4086452","5708000","00:01:18","0.0","199160"
"Eurasia Daily — информационное агентство","eadaily.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4009547","5742600","00:02:15","0.0","246114"
"«Утро.ru» — ежедневная электронная газета","utro.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3908278","5127200","00:01:28","0.0","194136"
"Экспресс газета - сетевое издание | EG.RU","eg.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Комсомольская правда Digital","да","3672818","4971150","00:02:55","0.0","179124"
"Информационный портал телерадиокомпании «Мир»","mir24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ->Телевидение, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3666322","5118350","00:01:08","0.0","160019"
"Невские Новости","nevnov.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3652397","5478050","00:03:06","0.0","256812"
"Новые известия — газета | Новые Известия newizv.ru","newizv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","1Mediainvest","да","3504992","4932700","00:03:15","0.0","167395"
"«Свободная Пресса» — ежедневное интернет-издание","svpressa.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3310000","5000000","","",""
"«The Village» — городская интернет-газета","the-village.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3220535","4533350","00:01:54","0.0","162549"
"«РЕН ТВ» — телеканал","ren.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","3220000","4780000","","",""
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3160570","4310850","00:00:59","0.0","139915"
"«Нижний Новгород онлайн» — городской портал","nn.ru","Новости и СМИ","Новости","HSM","да","3131231","4440250","00:06:11","0.0","161754"
"«Дождь» — телеканал","tvrain.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","3120951","4407200","00:05:55","0.019642991923918787","169125"
"Профиль — еженедельный журнал","profile.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3100590","4227750","00:01:47","0.0","144942"
"«Anews.com» — новости и блоги","anews.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3014811","4246750","00:11:08","0.0","242277"
"Meduza— независимый информационный портал","meduza.io","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2990000","4380000","","",""
"«Петербургский дневник» - ежедневное издание...","spbdnevnik.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2985334","4119800","00:01:33","0.0","138966"
"VistaNews.ru - независимый информационный портал...","vistanews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2836669","3630650","00:02:39","0.0","200365"
"Последние новости","news-fancy.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2790000","3670000","","",""
"ZMAN.com — израильское информационное агентство","9tv.co.il","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2720000","3690000","","",""
"Радио «Комсомольская правда»","radiokp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2647591","3535500","00:01:44","0.0","111658"
"«Пятый канал» — официальный сайт телерадиокомпании","5-tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","2630000","3600000","","",""
"RUPOSTERS - новости, которые вы заслужили!","ruposters.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2594204","4591750","00:01:59","0.0","124658"
"«74.ру» — челябинский портал","74.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","2574959","3808750","00:09:40","0.0","174446"
"Слово и Дело | Новости России и мира","slovodel.com","Новости и СМИ","Новости","","да","2570218","3499600","00:00:52","0.0","123187"
"1RRE — «1Pre.ru» — аналитический портал","1rre.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2530000","3480000","","",""
"Кубанские новости — Ежедневная...","kubnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2516612","3369100","00:02:10","0.0","128558"
"Пронедра: новости России и мира сегодня. Нефть и газ...","pronedra.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2470000","3350000","","",""
"Известия Мордовии — электронная версия газеты","izvmor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2400000","3340000","","",""
"«Popcornnews.ru» — новостной блог о звездах кино","popcornnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Киноафиша","да","2391719","3172150","00:01:10","0.0","110501"
"Портал OKA.FM - новости Серпухова, происшествия...","oka.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2330000","3150000","","",""
"Достоверные новости, важнейшие события России и мира.","lesmi.ru","Новости и СМИ","Новости","","","2230000","3030000","","",""
"«Tut.by» — новости","news.tut.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2210000","3230000","","",""
"Новости Зеленодольска","zpravda.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2185687","2776600","00:00:47","0.0","119247"
"Городовой — новости Санкт-Петербурга","gorodovoy.spb.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2150000","2910000","","",""
"Инфотайм — Новости Политики, Общества, Спорта","infotime.co","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2140000","2930000","","",""
"«Сиб.фм» — интернет-журнал о жизни в Сибири","sib.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2110000","2890000","","",""
"Репортёр","topcor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2057019","2872350","00:02:55","0.0","109491"
"pikt-news.com","pikt-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2020000","2600000","","",""
"Bigpicture.ru — новости в фотографиях","bigpicture.ru","Новости и СМИ","Новости","","да","2004659","2765900","00:01:44","0.0","77218"
"Украина.ру - последние новости, события, аналитика...","ukraina.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","МИА «Россия сегодня»","да","2003292","2775950","00:02:26","0.0","107350"
"Актуальные новости за неделю","weekpaper.club","Новости и СМИ","Новости","","","2000000","2680000","","",""
"«Vn.ru» — новости Новосибирской области","vn.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1952617","2559300","00:01:12","0.0","74859"
"Информационно-аналитический портал Politpuzzle.ru","politpuzzle.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1917823","2753450","00:02:49","0.0","129383"
"«Rambler News Service» — информационное агентство","rns.online","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Rambler&Co","да","1911803","2594800","00:01:07","0.0","79858"
"«Важно.ru» — новости","vazhno.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1870000","2560000","","",""
"Независимое интернет-издание ""ДНИ24""","dni24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1844115","2488550","00:01:17","0.0","91867"
"Новости Мойка 78","moika78.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1839762","2585450","00:01:30","0.0","94925"
"Российское информационное агентство LIVE24","live24.ru","Новости и СМИ","Новости","","да","1825784","2470600","00:01:28","0.0","82020"
"«Новая Кубань» — общественно-политическое издание","newkuban.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1816624","2400250","00:01:03","0.0","92108"
"Новости Уфы и Башкирии - ToDay News Ufa","tdnu.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1811928","2410900","00:00:55","0.0","83129"
"Как делать новости новости новости","howto-news.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1810000","2440000","","",""
"Огниво / index","ognyvo.ru","Новости и СМИ","Новости","","","1800000","2390000","","",""
"Новости Казахстана и мира. Актуальные события...","total.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1790000","2430000","","",""
"ПолитРоссия","politros.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1779163","2498600","00:02:39","0.0","104289"
"Последние новости Москвы, события и все развлечения...","moslenta.ru","Новости и СМИ","Новости","Rambler&Co","да","1776473","2465250","00:01:19","0.0","86581"
"Финансовые новости: статьи, оценки, аналитика мирового...","finanz.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","1740000","2480000","","",""
"few-news.com","few-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1730000","2240000","","",""
"Экспресс-Новости: последние новости в России и в мире...","express-novosti.ru","Новости и СМИ","Новости","","да","1723675","2267400","00:06:20","0.0","182732"
"Беларусь сегодня - информационный портал","sb.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1720820","2292600","00:01:28","0.0","69908"
"Информационный портал Comandir - Самые актуальные...","comandir.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1710000","2320000","","",""
"«Новый день» — новостной портал","newdaynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1710000","2380000","","",""
"ПолитЭксперт - Общественный политический журнал","politexpert.net","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1709387","2400250","00:02:01","0.0","98290"
"Новости :: Москва :: RusNews","runews24m.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1690000","2230000","","",""
"VSE42.RU - информационный сайт Кузбасса. Новости...","vse42.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1654749","2244400","00:01:48","0.0","84086"
"Новости Уральска, Актобе, Атырау | Мой город","mgorod.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1638735","2219400","00:01:31","0.0","73817"
"«Говорит Москва» — радиостанция","govoritmoskva.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1630000","2250000","","",""
"«Nur.kz» — казахстанский портал","nur.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1620000","2200000","","",""
"Radarmedia — Новости Политики, Общества, Спорта","radarmedia.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1620000","2200000","","",""
"Наша версия — электронная версия газеты","versia.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1609893","2211650","00:01:36","0.0","61983"
"Агентство конфликтных ситуаций Монависта: новости...","monavista.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1603356","2109100","00:01:20","0.0","63672"
"ТВ Центр — телекомпания","tvc.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1600000","2210000","","",""
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1568227","2284350","00:09:22","0.0","124414"
"«Русская планета» — дискуссионное онлайн-медиа","rusplt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1562880","2079800","00:02:09","0.0","64055"
"«Амител» — информационный сервер Алтайского края","amic.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1553255","2138450","00:03:42","0.0","83493"
"«Newsru.com» — новостной портал","newsru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1524786","2188500","00:13:08","0.0","104020"
"«72.ru» — Тюменский портал","72.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1523065","2183550","00:07:27","0.0","103348"
"БезФормата - Новости | Новости города | Лента","bezformata.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1510000","2070000","","",""
"FTimes.ru - свежие новости России и мира сегодня","ftimes.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1450000","1880000","","",""
"«Sakh.com» — сахалинский портал","sakh.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1447170","2202750","00:52:09","0.10888653234358431","138871"
"Прайм — агентство экономической информации","1prime.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","МИА «Россия сегодня»","да","1445984","1915300","00:01:27","0.0","61387"
"«Обозреватель» — интернет-газета","obozrevatel.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1440000","2000000","","",""
"РИАМО — главные новости дня Подмосковья","riamo.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1400000","1960000","","",""
"Сетевое издание Smolnarod.ru","smolnarod.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1395398","1866550","00:01:33","0.0","61154"
"ОНТ — общенациональное телевидение Беларуси","ont.by","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1380000","1840000","","",""
"«RuNews24.ru» — служба новостей","runews24.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1380000","1870000","","",""
"Daily Storm – Первое гонзо-центристское СМИ","dailystorm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1378280","1839550","00:01:10","0.0","56070"
"Челябинская государственная телерадиокомпания","cheltv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","ВГТРК","да","1370636","1799450","00:01:54","0.0","71386"
"Тайга.info — информационно-аналитический сайт","tayga.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1359035","1820050","00:01:26","0.0","63458"
"Открытые Медиа — Сетевое издание про политику...","openmedia.io","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1350000","1800000","","",""
"Новости Перми - 59.ru главные новости сегодня","59.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","1345736","1958700","00:04:44","0.0","79501"
"«V1.ru» — информационный портал Волгограда","v1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1334743","1968100","00:05:54","0.0","89998"
"Piter.TV— интернет-телевидение Петербурга","piter.tv","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1330000","1840000","","",""
"Орбита Sputnik","sputniknews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1330000","1870000","","",""
"«Аргументы недели» — еженедельная газета","argumenti.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1316906","1770900","00:02:15","0.0","60319"
"Телеканал Санкт-Петербург | Телеканал ""Санкт-Петербург""","topspb.tv","Новости и СМИ","Новости","","да","1302906","1793150","00:00:42","0.0","57813"
"Нева.Today — новости Санкт-Петербурга","neva.today","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Интернет-издательство PDG","да","1302242","1776250","00:01:15","7.501283114216906E-4","59388"
"«Кубань 24» — телеканал","kuban24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1290372","1715650","00:00:53","0.0","53534"
