"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"Коммерсантъ — издательский дом","kommersant.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","11612379","17909450","00:05:13","0.0","802492"
"Wi-fi.ru — информационно-развлекательный портал","wi-fi.ru","Новости и СМИ","Новости","Максима Телеком","да","10284829","16998900","00:19:22","0.0","1090135"
"«Первый канал» — официальный сайт","1tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","10100000","14500000","","",""
"«Regnum» — федеральное информационное агентство","regnum.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","9963030","15085700","00:02:50","0.0","756976"
"Ура.ру — информационное агентство","ura.news","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","9171423","13467300","00:03:38","0.0","640572"
"«Life.ru» — информационный портал","life.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","8594157","12307850","00:04:06","0.0","527476"
" РИА ""SM-News""","sm-news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","8592391","11754000","00:09:59","0.0","909157"
"«Эхо Москвы» — радиостанция","echo.msk.ru","Новости и СМИ","Новости","Газпром-Медиа Холдинг","да","8477202","13130650","00:12:26","0.0","792980"
"«Взгляд» — деловая газета","vz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","8321605","12433300","00:08:01","0.0","680226"
"Starhit.ru — портал о жизни звезд","starhit.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","8181984","11612000","00:04:21","0.0","559737"
"«7 дней» — развлекательный портал","7days.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Газпром-Медиа Холдинг","да","7413946","10554300","00:03:22","0.0","526325"
"Федеральное агентство новостей. Новости со всего мира","riafan.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","7307231","10432850","00:02:48","0.0","505135"
"«Звезда» — телерадиокомпания","tvzvezda.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","7177713","10135550","00:01:37","0.0","377415"
"«360» — телеканал","360tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","7049208","9977600","00:02:30","0.0","398781"
"«M24.ru» — московское сетевое издание","m24.ru","Новости и СМИ","Новости","","да","6453822","8958550","00:01:32","0.0","310202"
"Дни.ру – влиятельная российская интернет-газета","dni.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6426593","8578350","00:04:01","0.0","580521"
"«Фонтанка.ру» — петербургская интернет-газета","fontanka.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","6407800","9393250","00:06:07","0.0","442361"
"Телеканал Царьград последние новости онлайн","tsargrad.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","6240709","8829000","00:03:24","0.0","410986"
"«Гарант» — информационно-правовой портал","garant.ru","Государство и общество, Новости и СМИ->Деловые новости, Государство и общество->Законодательство, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","6170000","8900000","","",""
"«Телепрограмма» — онлайн-версия женского журнала","teleprogramma.pro","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Комсомольская правда Digital","да","6151526","8537100","00:03:09","0.0","406464"
"24 СМИ","24smi.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","5930000","8710000","","",""
"«Medialeaks» — развлекательный медиапроект","medialeaks.ru","Новости и СМИ","Новости","","да","5784751","7864150","00:01:53","0.0","289427"
"«Ведомости» — ежедневная деловая газета","vedomosti.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5718866","8099750","00:03:11","0.0","281130"
"NEWS.ru","news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5463732","7648050","00:01:58","0.0","303065"
"«Известия.Ru» — ежедневная газета | IZ.RU","iz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","5450000","7640000","","",""
"«Екатеринбург Он-Лайн» — региональный портал","e1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","5403907","7985950","00:11:50","0.0","359995"
"Meduza— независимый информационный портал","meduza.io","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","5060000","6950000","","",""
"Экспресс газета - сетевое издание | EG.RU","eg.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Комсомольская правда Digital","да","5050307","6763650","00:02:21","0.0","269958"
"Все новости столицы, России и мира - Вечерняя Москва","vm.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4825270","6644100","00:02:04","0.0","246053"
"«BFM.ru» — деловой портал","bfm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4520663","6241850","00:00:57","0.0","221142"
"Ридус — агентство гражданской журналистики","ridus.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4489953","6099700","00:02:40","0.0","222830"
"«Утро.ru» — ежедневная электронная газета","utro.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4313814","5665650","00:01:38","0.0","273507"
"«ИноСМИ.ru» — переводы публикаций зарубежных СМИ","inosmi.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","МИА «Россия сегодня»","да","4305638","6186100","00:05:23","0.0","281473"
"«Новая газета» — общеполитическая газета","novayagazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4287195","6013800","00:04:30","0.005033033033033033","239505"
"MSN Россия | Новости, фото, погода, Skype и Outlook","msn.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4284025","6346600","00:18:21","0.0","406758"
"«Росбалт» — информационное агентство","rosbalt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4278317","5683700","00:02:17","0.0","211590"
"Политические новости и аналитика. Политика дома...","infox.sg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4140000","5790000","","",""
"«РЕН ТВ» — телеканал","ren.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","4120000","5790000","","",""
"FTimes.ru - свежие новости России и мира сегодня","ftimes.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4110000","5510000","","",""
"1RRE — «1Pre.ru» — аналитический портал","1rre.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3940000","5380000","","",""
"«НГС.Новосибирск» — городской портал","ngs.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","3852894","5713600","00:13:35","0.0","260315"
"«Пятый канал» — официальный сайт телерадиокомпании","5-tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","3580000","4900000","","",""
"Новости :: Москва :: RusNews","runews24m.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","3580000","4830000","","",""
"Eurasia Daily — информационное агентство","eadaily.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3562389","4935500","00:02:12","0.0","203338"
"Информационный портал телерадиокомпании «Мир»","mir24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ->Телевидение, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3488634","4650050","00:01:11","0.0","145102"
"Национальная служба новостей - НСН","nsn.fm","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Мультимедиа Холдинг","да","3294781","4499350","00:01:49","0.0","157863"
"ИА КРАСНАЯ ВЕСНА. Мир через призму гибридных войн.","rossaprimavera.ru","Новости и СМИ","Новости","","да","3284545","4576250","00:02:49","0.0","183320"
"«Петербургский дневник» - ежедневное издание...","spbdnevnik.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3216596","4283850","00:01:27","0.0","142500"
"BBC - Homepage","bbc.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","3210000","4400000","","",""
"Народные Новости — информационное агентство","nation-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3206491","4335350","00:01:28","0.0","162049"
"Невские Новости","nevnov.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3105533","4367800","00:02:20","0.0","185195"
"«Нижний Новгород онлайн» — городской портал","nn.ru","Новости и СМИ","Новости","HSM","да","2941860","4042200","00:05:39","0.0","142325"
"Корреспондент — украинская сеть новостей","korrespondent.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2900000","4210000","","",""
"MIXER NOVOSTEI","mixerred.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2820000","3760000","","",""
"ФБА «Экономика сегодня» Новости экономики","rueconomics.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2728607","3704400","00:01:54","0.0","143584"
"«Anews.com» — новости и блоги","anews.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2716355","3782550","00:11:10","0.0","234795"
"«The Village» — городская интернет-газета","the-village.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2712567","3734850","00:01:51","0.0","128843"
"Кубанские новости — Ежедневная...","kubnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2691884","3507250","00:01:26","0.0","151539"
"VistaNews.ru - независимый информационный портал...","vistanews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2666659","3390100","00:02:36","0.0","185235"
"«Бизнес Оnline» — электронная газета","business-gazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2568011","3545850","00:05:28","0.0","149150"
"VSE42.RU - информационный сайт Кузбасса. Новости...","vse42.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2559606","3404600","00:01:31","0.0","124116"
"«Правда.Ру» — электронная газета","pravda.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Pravda.Ru","да","2470449","3222250","00:00:28","0.0","98421"
"«Интерфакс» — информационное агентство","interfax.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2470000","3550000","","",""
"MIXER NOVOSTEI","mixervanga.ru","Новости и СМИ","Новости","","","2400000","3210000","","",""
"Украина.ру - последние новости, события, аналитика...","ukraina.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","МИА «Россия сегодня»","да","2367264","3277800","00:03:00","0.0","140752"
"Новости мира, России, Украины и Новороссии","pravda-tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2360000","3090000","","",""
"«Tut.by» — новости","news.tut.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2340000","3260000","","",""
"RUPOSTERS - новости, которые вы заслужили!","ruposters.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2284680","4092000","00:02:35","0.0","106661"
"Новости на Znak.com - «Znak.com» — интернет-газета","znak.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2245738","3059650","00:02:52","0.0","112161"
"Международный портал ""Каспийские новости""","casp-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2190000","2820000","","",""
"«Амител» — информационный сервер Алтайского края","amic.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2189956","2896600","00:02:18","0.0","106331"
"Новые известия — газета | Новые Известия newizv.ru","newizv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","1Mediainvest","да","2186680","2924900","00:02:23","0.0","90170"
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2171618","2878600","00:01:23","0.0","91904"
"Пронедра: новости России и мира сегодня. Нефть и газ...","pronedra.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2150000","2840000","","",""
"Sputnik Беларусь — информационное издание","sputnik.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2110000","2860000","","",""
"«Nur.kz» — казахстанский портал","nur.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2070000","2730000","","",""
"ТВ Центр — телекомпания","tvc.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","2040000","2780000","","",""
"Советская Белоруссия — ежедневная газета","sb.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2033774","2650500","00:01:26","0.0","83431"
"«Popcornnews.ru» — новостной блог о звездах кино","popcornnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Киноафиша","да","1993516","2580300","00:01:24","0.0","82905"
"«Собеседник» — издательский дом","sobesednik.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1960000","2620000","","",""
"Новости Зеленодольска","zpravda.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1949033","2478700","00:01:36","0.0","134038"
"Bigpicture.ru — новости в фотографиях","bigpicture.ru","Новости и СМИ","Новости","","да","1939494","2651300","00:01:45","0.0","76603"
"«Обозреватель» — интернет-газета","obozrevatel.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1910000","2540000","","",""
"Независимое интернет-издание ""ДНИ24""","dni24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1906816","2507000","00:01:27","0.0","92784"
"Алтапресс — новости Барнаула и Алтайского края, статьи...","altapress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1893441","2493450","00:02:07","0.0","95346"
"«Свободная Пресса» — ежедневное интернет-издание","svpressa.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1890000","2810000","","",""
"Профиль — еженедельный журнал","profile.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1852715","2416950","00:01:26","0.0","76337"
"«74.ру» — челябинский портал","74.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","1792522","2574400","00:08:56","0.0","115716"
"Портал OKA.FM - новости Серпухова, происшествия...","oka.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1780000","2300000","","",""
"Челнинские известия — городская газета","chelny-izvest.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1760000","2300000","","",""
"Readovka.ru — новостной портал","readovka.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1755032","2225950","00:00:37","0.0","65570"
"nowostan.com","nowostan.com","Новости и СМИ","Новости","","","1730000","2200000","","",""
"«Вести Экономика» — аналитические материалы","vestifinance.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","ВГТРК","да","1720523","2268700","00:01:29","0.0","120014"
"Инфотайм — Новости Политики, Общества, Спорта","infotime.co","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1710000","2320000","","",""
"Известия Мордовии — электронная версия газеты","izvmor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1640000","2160000","","",""
"Экспресс-Новости: последние новости в России и в мире...","express-novosti.ru","Новости и СМИ","Новости","","да","1611147","2093250","00:02:58","0.0","106291"
"РИА ""Регион Online""","news-r.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1610328","2108100","00:01:57","0.0","84312"
"«Bigmir) net» — информационный портал","bigmir.net","Новости и СМИ","Новости","","","1590000","2030000","","",""
"«Дождь» — телеканал","tvrain.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","1583663","2213300","00:07:30","0.03408671246029987","87394"
"Актуальные новости","actualnews.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1550035","2030600","00:01:29","0.0","66887"
"Последние новости","news-fancy.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1540000","2070000","","",""
"Radarmedia — Новости Политики, Общества, Спорта","radarmedia.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1530000","2050000","","",""
"Орбита Sputnik","sputniknews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1530000","2160000","","",""
"«Om1.ru» — информационный портал г. Омска","om1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1519249","2024750","00:01:48","0.0","81567"
"Челябинская государственная телерадиокомпания","cheltv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","ВГТРК","да","1518776","1991450","00:02:05","0.0","93993"
"Новости Мойка 78","moika78.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1506105","2049300","00:01:24","0.0","69757"
"«72.ru» — Тюменский портал","72.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1491719","2071700","00:06:24","0.0","93790"
"Актуальные новости за неделю","weekpaper.club","Новости и СМИ","Новости","","","1490000","1960000","","",""
"Новости Перми - 59.ru главные новости сегодня","59.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","1473015","2038800","00:03:30","0.0","77277"
"pikt-news.com","pikt-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1470000","1910000","","",""
"«Rambler News Service» — информационное агентство","rns.online","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Rambler&Co","да","1464445","1935450","00:01:16","0.0","61092"
"«Важно.ru» — новости","vazhno.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1410000","1920000","","",""
"«Новый день» — новостной портал","newdaynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1400000","1890000","","",""
"«Амур.инфо» — информационное агентство","amur.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1399868","1860600","00:03:38","0.0","103357"
"«Sakh.com» — сахалинский портал","sakh.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1396706","2089550","00:44:15","0.10358410527227079","128463"
"ZMAN.com — израильское информационное агентство","9tv.co.il","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1390000","1790000","","",""
"«PenzaInform» — информационное агентство","penzainform.ru","Новости и СМИ","Новости","","да","1382083","1842550","00:02:18","0.0","71881"
"Новости Уральска, Актобе, Атырау | Мой город","mgorod.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1378909","1782300","00:01:22","0.0","57826"
"Информационный портал Comandir - Самые актуальные...","comandir.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1370000","1750000","","",""
"Русская весна | Только проверенная информация","rusvesna.su","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1354260","1893650","00:21:58","0.0","113270"
"Новости Уфы и Башкирии - ToDay News Ufa","tdnu.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1345113","1786050","00:01:05","0.0","65175"
"Последние новости Москвы, события и все развлечения...","moslenta.ru","Новости и СМИ","Новости","Rambler&Co","да","1342029","1791000","00:01:09","0.0","60886"
"Как делать новости новости новости","howto-news.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1330000","1820000","","",""
"vtomske.ru — городской портал Томска","vtomske.ru","Новости и СМИ","Новости","","да","1329779","1862250","00:05:01","0.0","72956"
"Home","info-tses.kz","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1310000","1690000","","",""
"«Про город» — городская газета Ярославля","progorod76.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1308756","1714600","00:01:18","0.0","72574"
"Городовой — новости Санкт-Петербурга","gorodovoy.spb.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1300000","1710000","","",""
"Новости США на русском языке - USA.One","usa.one","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1280000","1640000","","",""
"Эконет.ру: новости, статьи, обзоры, блоги, видео, события в","econet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1260000","1660000","","",""
"«Newsru.com» — новостной портал","newsru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1252695","1790800","00:10:24","0.0","86215"
"«Говорит Москва» — радиостанция","govoritmoskva.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1240000","1680000","","",""
"Столица на Onego.ru — интернет-журнал Карелии","stolicaonego.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1220174","1608700","00:01:56","0.0","68092"
"Финансовые новости: статьи, оценки, аналитика мирового...","finanz.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","1220000","1660000","","",""
"Век — общественно-политическая интернет-газета","wek.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1220000","1650000","","",""
"Hi-News.ru — новости высоких технологий","hi-news.ru","Наука, Техника и технологии, Наука->Научные журналы и публикации, Новости и СМИ->Научные журналы и публикации, Техника и технологии->Новости Hi-Tech, Новости и СМИ","Новости","","да","1216122","1593600","00:01:50","0.0","47995"
"«V1.ru» — информационный портал Волгограда","v1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1205399","1639450","00:04:06","0.0","77249"
"Слово и Дело | Новости России и мира","slovodel.com","Новости и СМИ","Новости","","да","1202865","1542900","00:00:44","0.0","48873"
"Infox — информационный портал","infox.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1200000","1590000","","",""
"Столичное телевидение — телекомпания","ctv.by","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1190000","1560000","","",""
"«Белновости» — информационно-новостной портал","belnovosti.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1180000","1560000","","",""
"Великая эпоха — международная газета","epochtimes.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1180000","1520000","","",""
"Актуальные новости за неделю","kollepa.info","Новости и СМИ","Новости","","","1180000","1530000","","",""
"«Версия-Саратов» — информационное агентство","nversia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1179254","1580600","00:02:00","0.0","64476"
"Наша версия — электронная версия газеты","versia.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1174329","1544950","00:01:22","0.0","44770"
"БезФормата - Новости | Новости города | Лента","bezformata.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1170000","1570000","","",""
"24molnia — Все новости 24/7 самые популярные и свежие...","24molnia.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1160000","1510000","","",""
