"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"«M24.ru» — московское сетевое издание","m24.ru","Новости и СМИ","Новости","","да","4110753","5755800","00:01:25","0.0","207330"
"«Екатеринбург Он-Лайн» — региональный портал","e1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","4086484","6392950","00:34:12","0.0","330296"
"«Известия.Ru» — ежедневная газета | IZ.RU","iz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3860000","5290000","","",""
"Народные Новости — информационное агентство","nation-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3797289","5298550","00:03:29","0.0","238805"
"«ИноСМИ.ru» — переводы публикаций зарубежных СМИ","inosmi.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","РИА","да","3700643","5301600","00:06:54","0.0","278954"
"«Национальная служба новостей»","nsn.fm","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3666949","4945550","00:01:48","0.0","188584"
"«НГС.Новосибирск» — городской портал","ngs.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","3498173","5574100","00:31:57","0.0","300214"
"oknews.site","oknews.site","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3300000","4380000","","",""
"Ридус — агентство гражданской журналистики","ridus.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3261447","4381200","00:05:39","0.0","231735"
"«Фонтанка.ру» — петербургская интернет-газета","fontanka.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3192516","4764300","00:09:45","0.0","217819"
"«Medialeaks» — развлекательный медиапроект","medialeaks.ru","Новости и СМИ","Новости","","","3160000","4370000","","",""
"Eurasia Daily — информационное агентство","eadaily.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3120963","4382050","00:03:50","0.0","195903"
"«Anews.com» — новости и блоги","anews.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3098253","4470600","00:14:14","0.0","288148"
"«Телепрограмма» — онлайн-версия женского журнала","teleprogramma.pro","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Комсомольская правда Digital","да","3081087","4053750","00:02:32","0.0","152891"
"«Дождь» — телеканал","tvrain.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","2844452","3941700","00:04:51","0.0","158823"
"Пронедра: новости России и мира сегодня. Нефть и газ...","pronedra.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2790000","3730000","","",""
"Новости InfoNIAC.ru","infoniac.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2682839","3513850","00:01:53","0.0","118447"
"«РЕН ТВ» — телеканал","ren.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","2570000","3750000","","",""
"Meduza— независимый информационный портал","meduza.io","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2510000","3710000","","",""
"«Утро.ru» — ежедневная электронная газета","utro.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2422136","3261100","00:03:25","0.0","157364"
"ПолитЭксперт - Общественный политический журнал","politexpert.net","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2355986","3256450","00:03:22","0.0","161836"
"ФБА «Экономика сегодня» Новости экономики","rueconomics.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2313457","3195250","00:03:26","0.0","145611"
"Новости :: Москва :: RusNews","news-press24.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2290000","3060000","","",""
"Информационный портал телерадиокомпании «Мир»","mir24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ->Телевидение, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2282566","3014200","00:01:32","0.0","98208"
"«Бизнес Оnline» — электронная газета","business-gazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2281135","3137650","00:06:39","0.0","137701"
"«Аргументы недели» — еженедельная газета","argumenti.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2213424","2912700","00:03:10","0.0","131710"
"Политические новости и аналитика. Политика дома...","infox.sg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2210000","3150000","","",""
"Новости Приморья на PRIMPRESS.RU. Последние...","primpress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2180000","2790000","","",""
"RUPOSTERS - новости, которые вы заслужили!","ruposters.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2122736","3923550","00:01:47","0.0","108910"
"«The Village» — городская интернет-газета","the-village.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2112944","3150950","00:03:46","0.0","112716"
"«Правда.Ру» — электронная газета","pravda.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2092521","2944150","00:01:43","0.0","94398"
"«PenzaInform» — информационное агентство","penzainform.ru","Новости и СМИ","Новости","","","2040000","2730000","","",""
"«Нижний Новгород онлайн» — городской портал","nn.ru","Новости и СМИ","Новости","HSM","да","2035627","2935750","00:23:37","0.0","114438"
"Новости на Znak.com - «Znak.com» — интернет-газета","znak.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2020000","2890000","","",""
"Петербургский правовой портал","ppt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2010000","2750000","","",""
"«BFM.ru» — деловой портал","bfm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1986074","2686050","00:01:50","0.0","99464"
"Все новости столицы, России и мира - Вечерняя Москва","vm.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1980832","2711850","00:01:49","0.0","88079"
"«Интерфакс» — информационное агентство","interfax.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1970000","2850000","","",""
"ПолитРоссия","politros.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1951825","2651150","00:02:34","0.0","140842"
"1RRE — «1Pre.ru» — аналитический портал","1rre.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1940000","2590000","","",""
"«Росбалт» — информационное агентство","rosbalt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1905507","2666650","00:03:00","0.0","92217"
"Информационно-аналитический портал Politpuzzle.ru","politpuzzle.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1856926","2525400","00:02:42","0.0","135665"
"news-obzor.com","news-obzor.com","Новости и СМИ","Новости","","","1830000","2400000","","",""
"Портал OKA.FM - новости Серпухова, происшествия...","oka.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1830000","2400000","","",""
"Корреспондент — украинская сеть новостей","korrespondent.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1800000","2480000","","",""
"Невские Новости","nevnov.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1730460","2398600","00:02:34","0.0","105093"
"«Пятый канал» — официальный сайт телерадиокомпании","5-tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1690000","2230000","","",""
"Век — общественно-политическая интернет-газета","wek.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1690000","2210000","","",""
"«Newsru.com» — новостной портал","newsru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1665609","2420100","00:11:08","0.0","119159"
"Новые известия — газета | Новые Известия newizv.ru","newizv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1650877","2175550","00:03:29","0.0","80292"
"RosRegistr - новости России и мира сегодня. Актуальная...","rosregistr.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1600000","2140000","","",""
"Актуальные новости","actualnews.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1587093","2041400","00:01:21","0.0","82584"
"Эксперт — деловой еженедельник и его приложения","expert.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1580000","2140000","","",""
"Sputnik Грузия: последние новости 2018 сегодня онлайн","sputnik-georgia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1580000","2120000","","",""
"Новости ДНР, ЛНР, Мира и Украины. Новостной Фронт","news-front.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1502927","2054200","00:06:11","0.0","130067"
"Новости Украины, каталог СМИ - Joinfo","joinfo.ua","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1490000","1960000","","",""
"MIXER-NOVOSTEI","mixer-1ruplus.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1490000","1850000","","",""
"Новости Уфы и Республики Башкортостан: GTRK.TV","gtrk.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","ВГТРК","да","1477592","2003300","00:01:12","0.0","79828"
"Независимое интернет-издание ""ДНИ24""","dni24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1427220","1824400","00:01:20","0.0","74706"
"ВашГород.ру — информационный портал","vashgorod.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1424240","1850700","00:02:01","0.0","74507"
"NEWS.ru","news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1420000","1900000","","",""
"Алтапресс — новости Барнаула и Алтайского края, статьи...","altapress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1375622","1795600","00:02:40","0.0","67399"
"Sputnik Армения - обновления новостей онлайн 24 часа","armeniasputnik.am","Новости и СМИ","Новости","","","1310000","1750000","","",""
"«Брянские новости» — интернет-газета","bragazeta.ru","Новости и СМИ","Новости","","да","1289835","1671550","00:01:47","0.0","66756"
"«Взгляд-инфо» — информационное агентство","vzsar.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1275640","1716850","00:05:37","0.0","79215"
"«Bigmir) net» — информационный портал","bigmir.net","Новости и СМИ","Новости","","","1260000","1670000","","",""
"Новости Мойка 78","moika78.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1253430","1685300","00:01:11","0.0","55770"
"Инфореактор","inforeactor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1247062","1664900","00:01:44","0.0","54093"
"MIXER-NOVOSTEI","melonmatos.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1210000","1600000","","",""
"newzfeed.ru","newzfeed.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1200000","1650000","","",""
"«Радио свобода» — международная радиостанция","svoboda.org","Новости и СМИ","Новости","","","1200000","1660000","","",""
"Rex — информационное агентство","iarex.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1190000","1590000","","",""
"Infox — информационный портал","infox.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1190000","1580000","","",""
"«Версия-Саратов» — информационное агентство","nversia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1188273","1533200","00:01:31","0.0","59174"
"«Новая газета» — общеполитическая газета","novayagazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1180000","1640000","","",""
"Как делать новости новости новости","howto-news.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1170000","1560000","","",""
"Bigpicture.ru — новости в фотографиях","bigpicture.ru","Новости и СМИ","Новости","","да","1154253","1617850","00:03:44","0.0","55991"
"Слово и Дело | Новости России и мира","slovodel.com","Новости и СМИ","Новости","","да","1151396","1495600","00:01:11","0.0","61724"
"Новости РОССИИ: последние новости дня - Деловой...","dk.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1150727","1508050","00:01:56","0.0","58567"
"«Вести Экономика» — аналитические материалы","vestifinance.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","ВГТРК","да","1148541","1676450","00:03:21","0.0","58238"
"ToFight.Ru - Новости ММА и бокса. MMA News / Boxing News","tofight.ru","Новости и СМИ","Новости","","","1130000","1510000","","",""
"BBC - Homepage","bbc.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1120000","1540000","","",""
"newsread.info","newsread.info","Новости и СМИ","Новости","","","1100000","1490000","","",""
"Русские новости | горячие новости и минимум цензуры...","ru-nov.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1100000","1440000","","",""
"Украина.ру - последние новости, события, аналитика...","ukraina.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1090000","1520000","","",""
"Новости мира, России, Украины и Новороссии","pravda-tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1080000","1410000","","",""
"«Nur.kz» — казахстанский портал","nur.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1070000","1410000","","",""
"«Завтра» — газета","zavtra.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1040000","1330000","","",""
"КаспийИнфо | все новости Астрахани","kaspyinfo.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1030000","1330000","","",""
"«Информ Полис online» — бурятские новости","infpol.ru","Новости и СМИ","Новости","","","1020000","1340000","","",""
"Такие дела — инфопортал фонда Нужна помощь","takiedela.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1020000","1310000","","",""
"Новости Уральска, Актобе, Атырау | Мой город","mgorod.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1011847","1265700","00:00:44","0.0","38856"
"Суть Событий - электронное периодическое издание","argumentiru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1010000","1270000","","",""
"«Новый день» — новостной портал","newdaynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1010000","1370000","","",""
"«Cорок семь новостей из Ленинградской области»","47news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1009776","1340950","00:02:51","0.0","55248"
"Русская весна | Только проверенная информация","rusvesna.su","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1004001","1818300","00:45:38","0.0","102927"
"«Амител» — информационный сервер Алтайского края","amic.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1000000","1330000","","",""
"БезФормата - Новости | Новости города | Лента","bezformata.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1000000","1350000","","",""
"Живая Кубань","livekuban.ru","Новости и СМИ","Новости","","","982000","1280000","","",""
"Новороссия","novorosinform.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","967000","1320000","","",""
"«Русская планета» — дискуссионное онлайн-медиа","rusplt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","961000","1280000","","",""
"Shark News - умеем удивлятьShark News | Shark News...","sharknews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","961000","1230000","","",""
"«Popcornnews.ru» — новостной блог о звездах кино","popcornnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","959000","1270000","","",""
"bou-press.com","bou-press.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","958000","1210000","","",""
"ТВ Центр — телекомпания","tvc.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","950000","1310000","","",""
"«74.ру» — челябинский портал","74.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","948477","1514600","00:18:14","0.0","74308"
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","935000","1210000","","",""
"Кремлевская пресса — информационное агентство","sm-news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","929000","1220000","","",""
"«LentaChel.ru» — челябинский интернет-портал","lentachel.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","925728","1206100","00:01:13","0.0","45335"
"«Собеседник» — издательский дом","sobesednik.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","920000","1210000","","",""
"«66.ru» — городской портал Екатеринбурга","66.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","910000","1220000","","",""
"«НГС.Красноярск» — городской портал Красноярска","ngs24.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","907606","1224650","00:04:03","0.0","49439"
"Sibnet.ru — сибирский портал - Сибнет","sibnet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","901000","1350000","","",""
"Эконет.ру: новости, статьи, обзоры, блоги, видео, события в","econet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","899000","1200000","","",""
"Инфоцентр AfterShock • Каким будет завтра?","aftershock.news","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","897048","1232400","00:22:02","0.0","63158"
"«Proufu.ru» — новостной портал","proufu.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","883684","1278750","00:05:51","0.0","63106"
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","870039","1276400","00:09:42","0.0","66399"
"SnatchNews - новостной портал","sntch.com","Новости и СМИ","Новости","","да","869456","1112050","00:01:41","0.0","40228"
"HELLO! - Daily royal, celebrity, fashion, beauty & lifestyle news","hellomagazine.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","869000","1200000","","",""
"«Реальное время» — онлайн-газета деловых новостей","realnoevremya.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","866943","1134950","00:01:40","0.0","41716"
"Online812.ru - Город 812 — сетевой журнал","online812.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","865481","1114600","00:02:10","0.0","41795"
"«Sakh.com» — сахалинский портал","sakh.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","864892","1329450","00:42:00","0.0","77998"
"Сетевое издание Smolnarod.ru","smolnarod.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","861656","1103250","00:01:23","0.0","39567"
"ИА КРАСНАЯ ВЕСНА. Мир через призму гибридных войн.","rossaprimavera.ru","Новости и СМИ","Новости","","","859000","1110000","","",""
"Информер — новостной портал","ruinformer.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","856000","1070000","","",""
"Нью Информ","newinform.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","854235","1147150","00:03:00","0.0","42572"
"«Говорит Москва» — радиостанция","govoritmoskva.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","844000","1130000","","",""
"Новости Зеленодольска","zpravda.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","836000","1040000","","",""
