"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"«72.ru» — Тюменский портал","72.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","839774","1172600","00:05:59","0.0","60065"
"Новости Уфы и Башкирии - ToDay News Ufa","tdnu.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","828185","1057050","00:00:47","0.0","41754"
"Последние новости Москвы, события и все развлечения...","moslenta.ru","Новости и СМИ","Новости","Rambler&Co","да","825346","1146750","00:01:49","0.0","50836"
"«76.ru» — городской портал Ярославля","76.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","823308","1105200","00:02:55","0.0","51870"
"MIXER-NOVOSTEI","parliamendent.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","813000","1010000","","",""
"«Русская планета» — дискуссионное онлайн-медиа","rusplt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","809000","1050000","","",""
"Информационное агентство «Новый Омск» - что ни день...","newsomsk.ru","Новости и СМИ","Новости","","","806000","1030000","","",""
"«Реальное время» — онлайн-газета деловых новостей","realnoevremya.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","801241","1053550","00:01:48","0.0","37283"
"КаспийИнфо | все новости Астрахани","kaspyinfo.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","797000","1030000","","",""
"Sputnik Беларусь — информационное издание","sputnik.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","790000","1010000","","",""
"«Моё! Online» — воронежский информационный портал","moe-online.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","789851","1128200","00:09:11","0.0","65736"
"«Про город» — городская газета Ярославля","progorod76.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","789303","1023600","00:01:23","0.0","44710"
"Нью Информ","newinform.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","786254","1055350","00:02:57","0.0","40033"
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","785000","1020000","","",""
"«Rambler News Service» — информационное агентство","rns.online","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Rambler&Co","да","779527","993450","00:01:53","0.0","33649"
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","779401","1161950","00:10:07","0.0","64959"
"«63.ru» — сайт для жителей Самарской области","63.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","776727","1131700","00:05:00","0.0","56295"
"Огниво / index","ognyvo.ru","Новости и СМИ","Новости","","","773000","1020000","","",""
"Информер — новостной портал","ruinformer.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","764000","990000","","",""
"Новости ДНР, ЛНР, Мира и Украины. Новостной Фронт","news-front.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","759601","1057150","00:04:16","0.0","46916"
"KazanFirst - Главная","kazanfirst.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","759000","1000000","","",""
"Новости Уфы и Республики Башкортостан: GTRK.TV","gtrk.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","ВГТРК","да","756285","1036250","00:01:18","0.0","54764"
"Экспресс-Новости: последние новости в России и в мире...","express-novosti.ru","Новости и СМИ","Новости","","","756000","969000","","",""
"Sputnik Армения - обновления новостей онлайн 24 часа","armeniasputnik.am","Новости и СМИ","Новости","","","750000","993000","","",""
"Inc.Russia","incrussia.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","да","749070","971950","00:01:23","0.0","33430"
"«Мир новостей» — новости на сайте издательства","mirnov.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","746202","942550","00:01:21","0.0","32592"
"«Gorod48.ru» — информационный портал г. Липецка","gorod48.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","746161","1054700","00:11:37","0.0","58703"
"Главные новости дня","newsread.top","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","742000","988000","","",""
"Rusbase. Здесь зарабатывают на технологиях","rb.ru","Техника и технологии, Новости и СМИ->Деловые новости, Техника и технологии->Новости Hi-Tech, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","737000","987000","","",""
"Сетевое издание Smolnarod.ru","smolnarod.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","725699","926500","00:01:23","0.0","33789"
"«Радио свобода» — международная радиостанция","svoboda.org","Новости и СМИ","Новости","","","724000","984000","","",""
"Online812.ru - Город 812 — сетевой журнал","online812.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","720258","932750","00:01:37","0.0","34231"
"Operativ şi veridic despre evenimentele din Republica...","sputnik.md","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","718000","954000","","",""
"Новороссия","novorosinform.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","713000","977000","","",""
"ToFight.Ru - Новости ММА и бокса. MMA News / Boxing News","tofight.ru","Новости и СМИ","Новости","","","711000","934000","","",""
"Новости :: Москва :: NEWSEUM","newseum.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","703408","892400","00:04:10","0.0","30080"
"«Обозреватель» — интернет-газета","obozrevatel.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","701000","955000","","",""
"Privet-Rostov.ru - Главные новости Ростова и Ростовской...","privet-rostov.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","694000","912000","","",""
"UfacityNews.ru – новости уфы для всех","ufacitynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","680599","886050","00:01:15","0.0","38136"
"ProPerm.ru — городской сайт Перми","properm.ru","Новости и СМИ","Новости","","да","677921","903600","00:05:57","0.0","35547"
"HELLO! - Daily royal, celebrity, fashion, beauty & lifestyle news","hellomagazine.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","673000","929000","","",""
"«Деловой Петербург» — газета деловых новостей","dp.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","670000","892000","","",""
"«PenzaInform» — информационное агентство","penzainform.ru","Новости и СМИ","Новости","","да","668779","892050","00:02:44","0.0","36915"
"Советская Белоруссия — ежедневная газета","sb.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","666631","849500","00:01:14","0.0","32676"
"DonDay - новости Ростова-на-Дону. Происшествия...","donday.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","665000","889000","","",""
"Великая эпоха — международная газета","epochtimes.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","665000","841000","","",""
"Новости Перми - 59.ru главные новости сегодня","59.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","661044","902500","00:03:36","0.0","40239"
"«Vn.ru» — новости Новосибирской области","vn.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","660050","839900","00:01:33","0.0","27851"
"«Информ Полис online» — бурятские новости","infpol.ru","Новости и СМИ","Новости","","","656000","876000","","",""
"НДН.инфо - новости Новосибирска, мнения, публикации","ndn.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","656000","829000","","",""
