"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"«7 дней» — развлекательный портал","7days.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Газпром-Медиа Холдинг","да","6858034","9323150","00:03:43","0.0","506972"
"Wi-fi.ru — информационно-развлекательный портал","wi-fi.ru","Новости и СМИ","Новости","Максима Телеком","да","6820695","10713650","00:45:42","0.0","1252018"
"«Эхо Москвы» — радиостанция","echo.msk.ru","Новости и СМИ","Новости","Газпром-Медиа Холдинг","да","6335617","9236650","00:12:45","0.0","542253"
"«Взгляд» — деловая газета","vz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6283821","9035050","00:08:50","0.0","498228"
"«Утро.ru» — ежедневная электронная газета","utro.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5585321","7279400","00:02:00","0.0","350688"
"«360» — телеканал","360tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5560448","7424900","00:01:55","0.0","284931"
"MSN Россия | Новости, фото, погода, Skype и Outlook","msn.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5455143","8221000","00:18:14","0.0","576209"
"Экспресс газета - сетевое издание | EG.RU","eg.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Комсомольская правда Digital","да","5275255","6987850","00:03:21","0.0","368485"
"«Ведомости» — ежедневная деловая газета","vedomosti.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5225552","7273500","00:02:38","0.0","273219"
"Ридус — агентство гражданской журналистики","ridus.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","5184340","6867600","00:03:31","0.0","300585"
"«M24.ru» — московское сетевое издание","m24.ru","Новости и СМИ","Новости","","да","5161789","6878500","00:01:12","0.0","238637"
"24 СМИ","24smi.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","5000000","6990000","","",""
"«Гарант» — информационно-правовой портал","garant.ru","Государство и общество, Новости и СМИ->Деловые новости, Государство и общество->Законодательство, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4970000","6980000","","",""
"NEWS.ru","news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4928855","6509300","00:01:39","0.0","253843"
"«Известия.Ru» — ежедневная газета | IZ.RU","iz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4900000","6710000","","",""
"Международный портал ""Каспийские новости""","casp-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4670000","6000000","","",""
" РИА ""SM-News""","sm-news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4569688","6616000","00:03:41","0.0","252390"
"okaynews.me","okaynews.me","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4220000","5690000","","",""
"Политические новости и аналитика. Политика дома...","infox.sg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4160000","5680000","","",""
"«Medialeaks» — развлекательный медиапроект","medialeaks.ru","Новости и СМИ","Новости","","да","4067959","5343050","00:01:47","0.0","215103"
"«BFM.ru» — деловой портал","bfm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4006506","5295400","00:00:56","0.0","188983"
"РИА ""Регион Online""","news-r.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3865855","5034750","00:04:30","0.0","342449"
"«Екатеринбург Он-Лайн» — региональный портал","e1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","3840154","5673950","00:19:56","0.0","286473"
"Meduza— независимый информационный портал","meduza.io","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","3830000","5250000","","",""
"«Фонтанка.ру» — петербургская интернет-газета","fontanka.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","3829981","5518950","00:08:18","0.0","277605"
"Народные Новости — информационное агентство","nation-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3697446","4869150","00:01:40","0.0","201481"
"«НГС.Новосибирск» — городской портал","ngs.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","3542299","5300100","00:17:31","0.0","263143"
"Эксперт — деловой еженедельник и его приложения","expert.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3440000","4550000","","",""
"«РЕН ТВ» — телеканал","ren.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","3380000","4780000","","",""
"ФБА «Экономика сегодня» Новости экономики","rueconomics.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3341568","4357200","00:01:39","0.0","172235"
"Все новости столицы, России и мира - Вечерняя Москва","vm.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3325182","4387800","00:01:38","0.0","154339"
"«Новая газета» — общеполитическая газета","novayagazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3152999","4305200","00:04:57","0.004696000132281694","183937"
"«Пятый канал» — официальный сайт телерадиокомпании","5-tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","3050000","3970000","","",""
"Невские Новости","nevnov.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2916740","4052800","00:02:50","0.0","191563"
"«ИноСМИ.ru» — переводы публикаций зарубежных СМИ","inosmi.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","МИА «Россия сегодня»","да","2864541","3963900","00:06:26","0.0","196748"
"Новости на Znak.com - «Znak.com» — интернет-газета","znak.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2855506","3830750","00:02:53","0.0","153856"
"«Правда.Ру» — электронная газета","pravda.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Pravda.Ru","да","2844163","3708500","00:01:04","0.0","120903"
"Экспресс-Новости: последние новости в России и в мире...","express-novosti.ru","Новости и СМИ","Новости","","да","2840997","4124800","00:02:08","0.0","155281"
"«Anews.com» — новости и блоги","anews.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2755979","3828000","00:12:43","0.0","244028"
"«The Village» — городская интернет-газета","the-village.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2606470","3542600","00:02:19","0.0","129738"
"Информационный портал телерадиокомпании «Мир»","mir24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ->Телевидение, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2556202","3313650","00:01:06","0.0","106930"
"Новости :: Москва :: RusNews","news-press24.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2550000","3300000","","",""
"Национальная служба новостей - НСН","nsn.fm","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Мультимедиа Холдинг","да","2546992","3346500","00:01:23","0.0","116605"
"RUPOSTERS - новости, которые вы заслужили!","ruposters.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2463192","3995750","00:01:37","0.0","123436"
"«Бизнес Оnline» — электронная газета","business-gazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2428004","3316450","00:06:00","0.0","147111"
"«Нижний Новгород онлайн» — городской портал","nn.ru","Новости и СМИ","Новости","HSM","да","2392397","3249450","00:11:39","0.0","122026"
"«Tut.by» — новости","news.tut.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2340000","3180000","","",""
"MIXER-NOVOSTEI","mixerbest.ru","Новости и СМИ","Новости","","","2230000","3020000","","",""
"Независимое интернет-издание ""ДНИ24""","dni24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2177698","2802700","00:01:30","0.0","107452"
"«Интерфакс» — информационное агентство","interfax.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2120000","2910000","","",""
"MIXER-NOVOSTEI","mixerino.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2030000","2580000","","",""
"«Дождь» — телеканал","tvrain.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","1996794","2744600","00:07:40","0.024239230667896194","114837"
"Сетевое издание Smolnarod.ru","smolnarod.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1909767","2446700","00:01:25","0.0","117211"
"Актуальные новости","actualnews.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1889442","2432250","00:01:33","0.0","91765"
"Последние новости Москвы, события и все развлечения...","moslenta.ru","Новости и СМИ","Новости","Rambler&Co","да","1889057","2458950","00:01:02","0.0","94978"
"Кубанские новости — Ежедневная...","kubnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1882710","2446050","00:01:18","0.0","105024"
"Актуальные новости за неделю","weekpaper.club","Новости и СМИ","Новости","","","1880000","2400000","","",""
"ZMAN.com — израильское информационное агентство","9tv.co.il","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1860000","2400000","","",""
"Гродно 24 — Новости Гродно, новости Гродненской...","grodno24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1797212","2265050","00:01:02","0.0","76115"
"Алтапресс — новости Барнаула и Алтайского края, статьи...","altapress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1779829","2293150","00:02:08","0.0","92634"
"Eurasia Daily — информационное агентство","eadaily.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1765693","2291700","00:01:35","0.0","86852"
"«Nur.kz» — казахстанский портал","nur.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1720000","2190000","","",""
"«Петрозаводск сегодня» — интернет-издание","ptoday.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1717975","2150700","00:01:06","0.0","78780"
"«Собеседник» — издательский дом","sobesednik.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1690000","2200000","","",""
"«Newsru.com» — новостной портал","newsru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1632878","2253650","00:07:54","0.0","102943"
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1631380","2085850","00:00:59","0.0","63413"
"BBC - Homepage","bbc.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1620000","2150000","","",""
"Корреспондент — украинская сеть новостей","korrespondent.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1620000","2240000","","",""
"«Popcornnews.ru» — новостной блог о звездах кино","popcornnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Киноафиша","да","1618599","2065900","00:01:04","0.0","70299"
"Портал OKA.FM - новости Серпухова, происшествия...","oka.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1560000","2030000","","",""
"Новости Уфы и Республики Башкортостан: GTRK.TV","gtrk.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","ВГТРК","да","1548717","2022150","00:01:10","0.0","98902"
"Слово и Дело | Новости России и мира","slovodel.com","Новости и СМИ","Новости","","да","1529169","1941350","00:00:39","0.0","64784"
"Известия Мордовии — электронная версия газеты","izvmor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1520000","1940000","","",""
"Новые известия — газета | Новые Известия newizv.ru","newizv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","1Mediainvest","да","1500298","1981150","00:02:02","0.0","61128"
"«Амител» — информационный сервер Алтайского края","amic.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1494662","1951400","00:02:47","0.0","76027"
"«Forbes Russia» — финансово-экономический журнал","forbes.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","1470000","1990000","","",""
"«Свободная Пресса» — ежедневное интернет-издание","svpressa.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1460000","2100000","","",""
"Bigpicture.ru — новости в фотографиях","bigpicture.ru","Новости и СМИ","Новости","","да","1443253","1978100","00:02:32","0.0","63449"
"Sputnik Армения - обновления новостей онлайн 24 часа","armeniasputnik.am","Новости и СМИ","Новости","","","1440000","1870000","","",""
"Hi-News.ru — новости высоких технологий","hi-news.ru","Наука, Техника и технологии, Наука->Научные журналы и публикации, Новости и СМИ->Научные журналы и публикации, Техника и технологии->Новости Hi-Tech, Новости и СМИ","Новости","","да","1427699","1829400","00:02:26","0.0","59762"
"ПолитЭксперт - Общественный политический журнал","politexpert.net","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1404716","1862400","00:01:57","0.0","77027"
"1RRE — «1Pre.ru» — аналитический портал","1rre.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1400000","1790000","","",""
"vtomske.ru — городской портал Томска","vtomske.ru","Новости и СМИ","Новости","","да","1395026","1944000","00:05:14","0.0","87662"
"ИА КРАСНАЯ ВЕСНА. Мир через призму гибридных войн.","rossaprimavera.ru","Новости и СМИ","Новости","","да","1368511","1745700","00:01:21","0.0","56994"
"«Росбалт» — информационное агентство","rosbalt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1354388","1818700","00:02:45","0.0","63869"
"«72.ru» — Тюменский портал","72.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1342636","1839900","00:06:51","0.0","91111"
"newzfeed.ru","newzfeed.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1340000","1770000","","",""
"Как делать новости новости новости","howto-news.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1330000","1720000","","",""
"Орбита Sputnik","sputniknews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1330000","1700000","","",""
"Readto","readto.ru","Новости и СМИ","Новости","","","1320000","1730000","","",""
"«Петербургский дневник» - ежедневное издание...","spbdnevnik.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1309533","1692400","00:01:38","0.0","56527"
"Инфореактор","inforeactor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1304449","1695250","00:01:15","0.0","52486"
"Челнинские известия — городская газета","chelny-izvest.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1260000","1600000","","",""
"ТВ Центр — телекомпания","tvc.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1240000","1670000","","",""
"Radarmedia — Новости Политики, Общества, Спорта","radarmedia.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1230000","1620000","","",""
"Daily Storm – Первое гонзо-центристское СМИ","dailystorm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1225840","1565450","00:01:09","0.0","49231"
"Информационно-аналитический портал Politpuzzle.ru","politpuzzle.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1216161","1593250","00:02:11","0.0","67279"
"lesmi.ru","lesmi.ru","Новости и СМИ","Новости","","","1190000","1530000","","",""
"«74.ру» — челябинский портал","74.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","1146938","1689900","00:11:41","0.0","84580"
"Новости Мойка 78","moika78.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1140042","1514050","00:01:15","0.0","54641"
"Огниво / index","ognyvo.ru","Новости и СМИ","Новости","","","1130000","1480000","","",""
"few-news.com","few-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1120000","1420000","","",""
"Новости мира, России, Украины и Новороссии","pravda-tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1110000","1380000","","",""
"«Rambler News Service» — информационное агентство","rns.online","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Rambler&Co","да","1093267","1400250","00:01:12","0.0","43275"
"«Белновости» — информационно-новостной портал","belnovosti.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1090000","1450000","","",""
"Телеканал RTVI","rtvi.com","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1090000","1380000","","",""
"Суть Событий - электронное периодическое издание","argumentiru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1070000","1370000","","",""
"Последние новости","news-fancy.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1070000","1380000","","",""
"«Вести Экономика» — аналитические материалы","vestifinance.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","ВГТРК","да","1062799","1382550","00:02:49","0.0","50472"
"«Sakh.com» — сахалинский портал","sakh.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1059875","1598400","00:55:33","0.1334866985194361","116534"
"Наша версия — электронная версия газеты","versia.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1033273","1327750","00:02:16","0.0","40156"
"БезФормата - Новости | Новости города | Лента","bezformata.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1030000","1380000","","",""
"«Про город» — городская газета Ярославля","progorod76.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1026033","1313850","00:01:17","0.0","55719"
"«Bigmir) net» — информационный портал","bigmir.net","Новости и СМИ","Новости","","","1020000","1340000","","",""
"Rusbase. Здесь зарабатывают на технологиях","rb.ru","Техника и технологии, Новости и СМИ->Деловые новости, Техника и технологии->Новости Hi-Tech, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1010000","1330000","","",""
"«Proufu.ru» — новостной портал","proufu.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","974460","1287300","00:02:47","0.0","64898"
"«Allboxing.ru» — портал бокса и ММА","allboxing.ru","Новости и СМИ","Новости","","","974000","1360000","","",""
"«Брянские новости» — интернет-газета","bragazeta.ru","Новости и СМИ","Новости","","да","970081","1271550","00:01:35","0.0","49666"
"Sputnik Беларусь — информационное издание","sputnik.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","968000","1270000","","",""
"«Обозреватель» — интернет-газета","obozrevatel.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","956000","1280000","","",""
"Inc.Russia","incrussia.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","да","952940","1216050","00:00:40","0.0","41115"
"Yesasia: новости k-pop, j-pop и c-pop!","yesasia.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","949000","1290000","","",""
"«PenzaInform» — информационное агентство","penzainform.ru","Новости и СМИ","Новости","","да","941909","1224800","00:02:17","0.0","49384"
"Вести Воронеж","vestivrn.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","ВГТРК","да","940041","1235100","00:02:07","0.0","61263"
"VSE42.RU - информационный сайт Кузбасса. Новости...","vse42.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","926364","1231500","00:02:35","0.0","52755"
"Агентство конфликтных ситуаций Монависта: новости...","monavista.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","915507","1156000","00:01:15","0.0","35828"
"Infox — информационный портал","infox.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","906000","1150000","","",""
"«Моё! Online» — воронежский информационный портал","moe-online.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","899943","1247200","00:07:41","0.0","71262"
"Rex — информационное агентство","iarex.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","895000","1140000","","",""
"DonDay - новости Ростова-на-Дону. Происшествия...","donday.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","881000","1120000","","",""
"Украина.ру - последние новости, события, аналитика...","ukraina.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","878000","1170000","","",""
"Горобзор.ру — уфимский городской портал - Gorobzor.ru","gorobzor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","870472","1141950","00:01:22","0.0","52938"
"RosRegistr - новости России и мира сегодня. Актуальная...","rosregistr.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","865000","1150000","","",""
"«Новый день» — новостной портал","newdaynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","863000","1140000","","",""
"Sputnik Грузия: последние новости 2018 сегодня онлайн","sputnik-georgia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","858000","1110000","","",""
"Дейта.RU — региональное информационное агентство","deita.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","851000","1130000","","",""
