"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"Политические новости и аналитика. Политика дома...","infox.sg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4570000","6470000","","",""
"Ридус — агентство гражданской журналистики","ridus.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4569811","6017600","00:03:23","0.0","247967"
"«Гарант» — информационно-правовой портал","garant.ru","Государство и общество, Новости и СМИ->Деловые новости, Государство и общество->Законодательство, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4490000","6370000","","",""
"«Фонтанка.ру» — петербургская интернет-газета","fontanka.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4407708","6386450","00:07:52","0.0","303951"
" РИА ""SM-News""","sm-news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4221268","6192750","00:03:21","0.0","251597"
"«BFM.ru» — деловой портал","bfm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4211437","5628750","00:01:01","0.0","205696"
"Корреспондент — украинская сеть новостей","korrespondent.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","4080000","5410000","","",""
"Экспресс газета - сетевое издание | EG.RU","eg.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Комсомольская правда Digital","да","3923557","5234350","00:02:56","0.0","241425"
"«Пятый канал» — официальный сайт телерадиокомпании","5-tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","3920000","5240000","","",""
"MSN Россия | Новости, фото, погода, Skype и Outlook","msn.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3892780","6000250","00:25:27","0.0","430562"
"«Екатеринбург Он-Лайн» — региональный портал","e1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","3844629","5757200","00:28:26","0.0","295263"
"Невские Новости","nevnov.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3799112","5277600","00:02:57","0.0","240840"
"Meduza— независимый информационный портал","meduza.io","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","3770000","5300000","","",""
"«Утро.ru» — ежедневная электронная газета","utro.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3732573","4904900","00:02:22","0.0","248324"
"«НГС.Новосибирск» — городской портал","ngs.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","3732225","5710250","00:18:02","0.0","269458"
"«Новая газета» — общеполитическая газета","novayagazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3614164","4970150","00:05:40","0.0020820171156165643","210542"
"РИА ""Регион Online""","news-r.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3473239","4520150","00:04:09","0.0","296060"
"Народные Новости — информационное агентство","nation-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3354994","4416650","00:01:34","0.0","164725"
"«ИноСМИ.ru» — переводы публикаций зарубежных СМИ","inosmi.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","МИА «Россия сегодня»","да","3166486","4382400","00:06:34","0.0","212284"
"Актуальные новости за неделю","weekpaper.club","Новости и СМИ","Новости","","","3140000","4190000","","",""
"Все новости столицы, России и мира - Вечерняя Москва","vm.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3060417","4094650","00:01:32","0.0","143770"
"«Medialeaks» — развлекательный медиапроект","medialeaks.ru","Новости и СМИ","Новости","","да","3051119","4014750","00:01:48","0.0","156410"
"Новости на Znak.com - «Znak.com» — интернет-газета","znak.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2997495","4048450","00:03:32","0.0","159314"
"«The Village» — городская интернет-газета","the-village.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2902894","3983200","00:02:19","0.0","140169"
"Национальная служба новостей - НСН","nsn.fm","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Мультимедиа Холдинг","да","2853315","3749450","00:01:23","0.0","124875"
"«РЕН ТВ» — телеканал","ren.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","2820000","4020000","","",""
"Информационный портал телерадиокомпании «Мир»","mir24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ->Телевидение, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2762368","3628150","00:01:24","0.0","115312"
"Экспресс-Новости: последние новости в России и в мире...","express-novosti.ru","Новости и СМИ","Новости","","да","2698437","3618950","00:01:54","0.0","173044"
"«Anews.com» — новости и блоги","anews.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2678514","3801150","00:14:16","0.0","243740"
"RUPOSTERS - новости, которые вы заслужили!","ruposters.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2656450","3707150","00:02:03","0.0","149042"
"«Нижний Новгород онлайн» — городской портал","nn.ru","Новости и СМИ","Новости","HSM","да","2601623","3613700","00:11:17","0.0","129298"
"«Правда.Ру» — электронная газета","pravda.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Pravda.Ru","да","2597152","3421850","00:01:25","0.0","113459"
"Кубанские новости — Ежедневная...","kubnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2405430","3151850","00:01:34","0.0","140689"
"okaynews.me","okaynews.me","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2390000","3050000","","",""
"«Дождь» — телеканал","tvrain.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","2385540","3324900","00:09:15","0.01982147826273091","138244"
"ФБА «Экономика сегодня» Новости экономики","rueconomics.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2366733","3059800","00:01:30","0.0","113137"
"Eurasia Daily — информационное агентство","eadaily.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2350935","3090000","00:01:59","0.0","126220"
"BBC - Homepage","bbc.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2310000","3090000","","",""
"«Интерфакс» — информационное агентство","interfax.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2290000","3240000","","",""
"Эксперт — деловой еженедельник и его приложения","expert.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2280000","3030000","","",""
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2226622","2857150","00:00:54","0.0","91644"
"Новости :: Москва :: RusNews","news-press24.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2210000","2920000","","",""
"«Бизнес Оnline» — электронная газета","business-gazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2197125","3020950","00:06:58","0.0","124570"
"Актуальные новости","actualnews.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2133562","2734500","00:01:46","0.0","107152"
"Последние новости","news-fancy.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2010000","2650000","","",""
"ZMAN.com — израильское информационное агентство","9tv.co.il","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1990000","2520000","","",""
"Последние новости Москвы, события и все развлечения...","moslenta.ru","Новости и СМИ","Новости","Rambler&Co","да","1982060","2582550","00:01:04","0.0","103373"
"ТВ Центр — телекомпания","tvc.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1890000","2560000","","",""
"Алтапресс — новости Барнаула и Алтайского края, статьи...","altapress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1876286","2415000","00:01:48","0.0","91359"
"Новости Приморья на PRIMPRESS.RU. Последние...","primpress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1870000","2440000","","",""
"«Newsru.com» — новостной портал","newsru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1854578","2575600","00:07:59","0.0","115225"
"«Forbes Russia» — финансово-экономический журнал","forbes.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","1820000","2540000","","",""
"Орбита Sputnik","sputniknews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1790000","2340000","","",""
"«Росбалт» — информационное агентство","rosbalt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1788367","2430800","00:02:38","0.0","85280"
"Независимое интернет-издание ""ДНИ24""","dni24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1695205","2155800","00:01:38","0.0","82917"
"Hi-News.ru — новости высоких технологий","hi-news.ru","Наука, Техника и технологии, Наука->Научные журналы и публикации, Новости и СМИ->Научные журналы и публикации, Техника и технологии->Новости Hi-Tech, Новости и СМИ","Новости","","да","1686013","2179350","00:02:27","0.0","69312"
"Новости Мойка 78","moika78.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1684962","2257800","00:01:34","0.0","79651"
"newzfeed.ru","newzfeed.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1680000","2250000","","",""
"VSE42.RU - информационный сайт Кузбасса. Новости...","vse42.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1633411","2153100","00:02:03","0.0","88872"
"«Popcornnews.ru» — новостной блог о звездах кино","popcornnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Киноафиша","да","1632808","2087150","00:01:02","0.0","69644"
"Международный портал ""Каспийские новости""","casp-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1570000","1960000","","",""
"«Nur.kz» — казахстанский портал","nur.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1520000","1980000","","",""
"ИА КРАСНАЯ ВЕСНА. Мир через призму гибридных войн.","rossaprimavera.ru","Новости и СМИ","Новости","","да","1499261","1926900","00:01:43","0.0","66449"
"В городе N — портал Нижнего Новгорода","vgoroden.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1455557","1905200","00:01:21","0.0","60556"
"«74.ру» — челябинский портал","74.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","1450819","2080350","00:11:14","0.0","96898"
"MIXER-NOVOSTEI","mixerbest.ru","Новости и СМИ","Новости","","","1440000","1820000","","",""
"«Свободная Пресса» — ежедневное интернет-издание","svpressa.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1410000","2070000","","",""
"Горобзор.ру — уфимский городской портал - Gorobzor.ru","gorobzor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1408329","1856400","00:01:37","0.0","102755"
"Новые известия — газета | Новые Известия newizv.ru","newizv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","1Mediainvest","да","1405451","1851300","00:01:56","0.0","56290"
"Как делать новости новости новости","howto-news.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1390000","1860000","","",""
"Sputnik Грузия: последние новости 2018 сегодня онлайн","sputnik-georgia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1380000","1820000","","",""
"Новости Уфы и Республики Башкортостан: GTRK.TV","gtrk.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","ВГТРК","да","1373746","1812900","00:01:30","0.0","95461"
"Bigpicture.ru — новости в фотографиях","bigpicture.ru","Новости и СМИ","Новости","","да","1312302","1846350","00:02:52","0.0","60092"
"Любимая еда - Все лучшие рецепты - тут","lubimaya-eda.ru","Новости и СМИ","Новости","","","1310000","1710000","","",""
"«Аргументы недели» — еженедельная газета","argumenti.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1305194","1715800","00:03:19","0.0","69112"
"MIXER-NOVOSTEI","mixer-1ruplus.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1300000","1630000","","",""
"stopnews.online","stopnews.online","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1300000","1750000","","",""
"Информационно-аналитический портал Politpuzzle.ru","politpuzzle.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1291664","1724800","00:02:43","0.0","73512"
"«Говорит Москва» — радиостанция","govoritmoskva.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1290000","1710000","","",""
"Петербургский правовой портал","ppt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1280000","1720000","","",""
"Readto","readto.ru","Новости и СМИ","Новости","","","1270000","1700000","","",""
"«Амител» — информационный сервер Алтайского края","amic.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1252100","1665350","00:03:09","0.0","63664"
"Sputnik Армения - обновления новостей онлайн 24 часа","armeniasputnik.am","Новости и СМИ","Новости","","","1250000","1660000","","",""
"«Белновости» — информационно-новостной портал","belnovosti.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1240000","1610000","","",""
"Телеканал RTVI","rtvi.com","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1210000","1570000","","",""
"ПолитЭксперт - Общественный политический журнал","politexpert.net","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1194632","1589300","00:01:59","0.0","64720"
"«Верстов.Инфо» — портал г. Магнитогорска","verstov.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1177071","1517550","00:03:02","0.0","65761"
"Наша версия — электронная версия газеты","versia.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1169571","1504100","00:02:25","0.0","45518"
"DonDay - новости Ростова-на-Дону. Происшествия...","donday.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1150000","1480000","","",""
"pikt-news.com","pikt-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1150000","1440000","","",""
"Портал OKA.FM - новости Серпухова, происшествия...","oka.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1140000","1490000","","",""
"«Rambler News Service» — информационное агентство","rns.online","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Rambler&Co","да","1134652","1459800","00:01:29","0.0","45712"
"Operativ şi veridic despre evenimentele din Republica...","sputnik.md","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1130000","1450000","","",""
"«Tut.by» — новости","news.tut.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1120000","1490000","","",""
"Sputnik Беларусь — информационное издание","sputnik.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1110000","1430000","","",""
"vtomske.ru — городской портал Томска","vtomske.ru","Новости и СМИ","Новости","","да","1098136","1512950","00:05:29","0.0","73548"
"Вести Воронеж","vestivrn.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","ВГТРК","да","1089893","1455400","00:02:16","0.0","75908"
"ВашГород.ру — информационный портал","vashgorod.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1087392","1405550","00:02:18","0.0","55850"
"Инфореактор","inforeactor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1079482","1406600","00:01:25","0.0","42066"
"Daily Storm – Первое гонзо-центристское СМИ","dailystorm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1076200","1388100","00:01:18","0.0","44122"
"MIXER-NOVOSTEI","mixer-novostei.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1070000","1370000","","",""
"Сетевое издание Smolnarod.ru","smolnarod.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1067652","1360650","00:01:21","0.0","52542"
"«Амур.инфо» — информационное агентство","amur.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1060000","1390000","","",""
"FTimes.ru - свежие новости России и мира сегодня","ftimes.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1060000","1350000","","",""
"PrimaMedia — информационное агентство","primamedia.ru","Новости и СМИ","Новости","","","1050000","1370000","","",""
"«Собеседник» — издательский дом","sobesednik.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1050000","1350000","","",""
"«72.ru» — Тюменский портал","72.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1029384","1463900","00:08:27","0.0","69137"
"«Петербургский дневник» - ежедневное издание...","spbdnevnik.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1021860","1359950","00:01:58","0.0","43579"
"1RRE — «1Pre.ru» — аналитический портал","1rre.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1020000","1340000","","",""
"БезФормата - Новости | Новости города | Лента","bezformata.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1020000","1360000","","",""
"«Bigmir) net» — информационный портал","bigmir.net","Новости и СМИ","Новости","","","1010000","1330000","","",""
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1005876","1456300","00:09:15","0.0","78803"
"Русская весна | Только проверенная информация","rusvesna.su","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1004941","1490650","00:33:05","0.0","92663"
"Советская Белоруссия — ежедневная газета","sb.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1001120","1261750","00:01:07","0.0","37399"
"«Proufu.ru» — новостной портал","proufu.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","979904","1325200","00:03:18","0.0","63072"
"«Sakh.com» — сахалинский портал","sakh.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","976798","1509950","01:00:59","0.13444799298641116","109332"
"UfaTime.ru — деловые новости Уфы и области","ufatime.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","970975","1280100","00:01:04","0.0","51211"
"«Om1.ru» — информационный портал г. Омска","om1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","964814","1264250","00:02:00","0.0","56588"
"Radarmedia — Новости Политики, Общества, Спорта","radarmedia.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","939000","1240000","","",""
"Rex — информационное агентство","iarex.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","932000","1200000","","",""
"KazanFirst - Главная","kazanfirst.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","923000","1240000","","",""
"«Кубань 24» — телеканал","kuban24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","922406","1186050","00:00:44","0.0","39048"
"«Обозреватель» — интернет-газета","obozrevatel.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","919000","1230000","","",""
"Слово и Дело | Новости России и мира","slovodel.com","Новости и СМИ","Новости","","да","917062","1155450","00:00:35","0.0","34977"
"Новости Сызрани - КТВ-ЛУЧ","ktv-ray.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","909000","1170000","","",""
"Огниво / index","ognyvo.ru","Новости и СМИ","Новости","","","906000","1180000","","",""
