"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"Телеканал Царьград последние новости онлайн","tsargrad.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","6944593","9576450","00:03:16","0.0","470162"
"Экспресс-Новости: последние новости в России и в мире...","express-novosti.ru","Новости и СМИ","Новости","","да","6471586","8789250","00:03:14","0.0","540838"
"«Взгляд» — деловая газета","vz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6365862","9234750","00:08:56","0.0","529787"
"«Гарант» — информационно-правовой портал","garant.ru","Государство и общество, Новости и СМИ->Деловые новости, Государство и общество->Законодательство, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","6300000","8950000","","",""
"«Фонтанка.ру» — петербургская интернет-газета","fontanka.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","6297327","9009950","00:06:34","0.0","454488"
"«Известия.Ru» — ежедневная газета | IZ.RU","iz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","6240000","8720000","","",""
"«Эхо Москвы» — радиостанция","echo.msk.ru","Новости и СМИ","Новости","Газпром-Медиа Холдинг","да","6220148","9102300","00:11:30","0.0","520485"
"Экспресс газета - сетевое издание | EG.RU","eg.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Комсомольская правда Digital","да","5641323","7762500","00:03:04","0.0","383371"
"NEWS.ru","news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5389403","7166950","00:01:30","0.0","280274"
"MSN Россия | Новости, фото, погода, Skype и Outlook","msn.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5327531","8035100","00:17:57","0.0","573281"
"«Екатеринбург Он-Лайн» — региональный портал","e1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","5315234","7689050","00:12:25","0.0","392331"
"«Ведомости» — ежедневная деловая газета","vedomosti.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5302883","7314250","00:02:44","0.0","271762"
"«M24.ru» — московское сетевое издание","m24.ru","Новости и СМИ","Новости","","да","5164638","6963500","00:01:26","0.0","245466"
"«Medialeaks» — развлекательный медиапроект","medialeaks.ru","Новости и СМИ","Новости","","да","5115695","6806350","00:01:47","0.0","273918"
"24 СМИ","24smi.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","5090000","7370000","","",""
"Ридус — агентство гражданской журналистики","ridus.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4800609","6318350","00:02:54","0.0","249735"
"oksnews.me","oksnews.me","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4760000","6530000","","",""
"Все новости столицы, России и мира - Вечерняя Москва","vm.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4375233","5844450","00:01:53","0.0","217045"
"Meduza— независимый информационный портал","meduza.io","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","4320000","6020000","","",""
"«Утро.ru» — ежедневная электронная газета","utro.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4245622","5551250","00:01:50","0.0","270387"
"«Телепрограмма» — онлайн-версия женского журнала","teleprogramma.pro","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Комсомольская правда Digital","да","4174835","5534950","00:02:32","0.0","235015"
"«ИноСМИ.ru» — переводы публикаций зарубежных СМИ","inosmi.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","МИА «Россия сегодня»","да","3969977","5527200","00:05:16","0.0","256654"
"«Новая газета» — общеполитическая газета","novayagazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3682225","5044850","00:04:39","0.004934941971394552","208072"
"«РЕН ТВ» — телеканал","ren.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","3610000","5080000","","",""
"Политические новости и аналитика. Политика дома...","infox.sg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3580000","4950000","","",""
"Национальная служба новостей - НСН","nsn.fm","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Мультимедиа Холдинг","да","3537089","4742050","00:01:38","0.0","168238"
"«Нижний Новгород онлайн» — городской портал","nn.ru","Новости и СМИ","Новости","HSM","да","3317065","4505800","00:05:54","0.0","164808"
"«Пятый канал» — официальный сайт телерадиокомпании","5-tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","3280000","4450000","","",""
"Международный портал ""Каспийские новости""","casp-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3200000","4090000","","",""
"Новости на Znak.com - «Znak.com» — интернет-газета","znak.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3162356","4291300","00:02:35","0.0","166165"
"«BFM.ru» — деловой портал","bfm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3091390","4087750","00:00:55","0.0","141913"
"Информационный портал телерадиокомпании «Мир»","mir24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ->Телевидение, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2985752","3893400","00:01:18","0.0","128623"
"Народные Новости — информационное агентство","nation-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2670609","3470400","00:01:26","0.0","129209"
"Сетевое издание Smolnarod.ru","smolnarod.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2647774","3426450","00:01:38","0.0","164445"
"«НГС.Новосибирск» — городской портал","ngs.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","2646076","3941700","00:17:39","0.0","204154"
"«The Village» — городская интернет-газета","the-village.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2642242","3598350","00:01:58","0.0","129338"
"«Anews.com» — новости и блоги","anews.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2624685","3711750","00:11:32","0.0","230388"
"ФБА «Экономика сегодня» Новости экономики","rueconomics.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2556907","3316550","00:01:42","0.0","126822"
"MIXER NOVOSTEI","mixerexplore.ru","Новости и СМИ","Новости","","","2550000","3270000","","",""
"«Правда.Ру» — электронная газета","pravda.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Pravda.Ru","да","2484538","3279850","00:00:33","0.0","105473"
"ZMAN.com — израильское информационное агентство","9tv.co.il","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2420000","3140000","","",""
"«Собеседник» — издательский дом","sobesednik.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2380000","3030000","","",""
"Новости :: Москва :: RusNews","runews24m.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2320000","3020000","","",""
"«Бизнес Оnline» — электронная газета","business-gazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2314719","3176600","00:05:54","0.0","143766"
"Невские Новости","nevnov.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2262169","3119950","00:02:17","0.0","136520"
"«Tut.by» — новости","news.tut.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2260000","3090000","","",""
"«Popcornnews.ru» — новостной блог о звездах кино","popcornnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Киноафиша","да","2235867","2872650","00:01:29","0.0","104190"
"Eurasia Daily — информационное агентство","eadaily.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2203878","2903750","00:01:50","0.0","114278"
"«Интерфакс» — информационное агентство","interfax.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2170000","3010000","","",""
"«Петербургский дневник» - ежедневное издание...","spbdnevnik.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2164133","2787500","00:01:51","0.0","90930"
"BBC - Homepage","bbc.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2130000","2840000","","",""
"RUPOSTERS - новости, которые вы заслужили!","ruposters.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2126717","3631150","00:01:50","0.0","110434"
"1RRE — «1Pre.ru» — аналитический портал","1rre.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2070000","2630000","","",""
"Портал OKA.FM - новости Серпухова, происшествия...","oka.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2020000","2550000","","",""
"Корреспондент — украинская сеть новостей","korrespondent.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2010000","2790000","","",""
"Независимое интернет-издание ""ДНИ24""","dni24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1934129","2476050","00:01:38","0.0","99225"
"VistaNews.ru - независимый информационный портал...","vistanews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1930337","2447450","00:02:31","0.0","134939"
"VSE42.RU - информационный сайт Кузбасса. Новости...","vse42.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1928907","2503350","00:01:33","0.0","93723"
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1881768","2422850","00:01:05","0.0","76404"
"«Амител» — информационный сервер Алтайского края","amic.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1869220","2463700","00:02:22","0.0","89843"
"ИА КРАСНАЯ ВЕСНА. Мир через призму гибридных войн.","rossaprimavera.ru","Новости и СМИ","Новости","","да","1839590","2390300","00:01:53","0.0","85976"
"Новости Мойка 78","moika78.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1826460","2479250","00:01:30","0.0","91953"
"«74.ру» — челябинский портал","74.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","1818139","2554450","00:08:55","0.0","120484"
"Челнинские известия — городская газета","chelny-izvest.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1780000","2260000","","",""
"MIXER NOVOSTEI","mixershell.ru","Новости и СМИ","Новости","","","1770000","2310000","","",""
"РИА ""Регион Online""","news-r.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1743965","2286850","00:02:09","0.0","97038"
"Последние новости Москвы, события и все развлечения...","moslenta.ru","Новости и СМИ","Новости","Rambler&Co","да","1712068","2239750","00:01:10","0.0","80942"
"Bigpicture.ru — новости в фотографиях","bigpicture.ru","Новости и СМИ","Новости","","да","1646721","2332200","00:02:40","0.0","74977"
"Как делать новости новости новости","howto-news.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1630000","2170000","","",""
"Гродно 24 — Новости Гродно, новости Гродненской...","grodno24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1628651","2045750","00:00:58","0.0","68930"
"«Свободная Пресса» — ежедневное интернет-издание","svpressa.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1530000","2230000","","",""
"Hi-News.ru — новости высоких технологий","hi-news.ru","Наука, Техника и технологии, Наука->Научные журналы и публикации, Новости и СМИ->Научные журналы и публикации, Техника и технологии->Новости Hi-Tech, Новости и СМИ","Новости","","да","1529437","1964400","00:02:16","0.0","63134"
"Актуальные новости за неделю","weekpaper.club","Новости и СМИ","Новости","","","1510000","1960000","","",""
"Новые известия — газета | Новые Известия newizv.ru","newizv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","1Mediainvest","да","1507478","1980050","00:01:56","0.0","61031"
"«Росбалт» — информационное агентство","rosbalt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1482883","1997600","00:03:20","0.0","70915"
"Известия Мордовии — электронная версия газеты","izvmor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1480000","1890000","","",""
"Алтапресс — новости Барнаула и Алтайского края, статьи...","altapress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1475009","1908950","00:02:23","0.0","82375"
"pikt-news.com","pikt-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1470000","1860000","","",""
"«Newsru.com» — новостной портал","newsru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1450110","1991650","00:07:41","0.0","91981"
"Кубанские новости — Ежедневная...","kubnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1435821","1892000","00:01:57","0.0","91412"
"lesmi.ru","lesmi.ru","Новости и СМИ","Новости","","","1420000","1820000","","",""
"Актуальные новости","actualnews.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1419447","1812850","00:01:18","0.0","62146"
"Орбита Sputnik","sputniknews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1410000","1880000","","",""
"Radarmedia — Новости Политики, Общества, Спорта","radarmedia.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1390000","1780000","","",""
"Новости Уральска, Актобе, Атырау | Мой город","mgorod.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1355845","1700200","00:00:48","0.0","59156"
"Советская Белоруссия — ежедневная газета","sb.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1347975","1699450","00:01:20","0.0","51818"
"Sputnik Грузия: последние новости 2018 сегодня онлайн","sputnik-georgia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1340000","1750000","","",""
"Огниво / index","ognyvo.ru","Новости и СМИ","Новости","","","1330000","1730000","","",""
"Inc.Russia","incrussia.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","да","1320577","1688750","00:00:42","0.0","56241"
"vtomske.ru — городской портал Томска","vtomske.ru","Новости и СМИ","Новости","","да","1316765","1857050","00:05:03","0.0","83700"
"«Sakh.com» — сахалинский портал","sakh.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1286961","1925750","00:47:33","0.11582325351764997","127725"
"Профиль — еженедельный журнал","profile.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1255245","1602050","00:01:30","0.0","49347"
"«Rambler News Service» — информационное агентство","rns.online","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Rambler&Co","да","1244699","1604650","00:01:10","0.0","52080"
"«Дождь» — телеканал","tvrain.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","1242592","1706800","00:09:11","0.03828698339127076","72946"
"few-news.com","few-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1230000","1580000","","",""
"«Вести Экономика» — аналитические материалы","vestifinance.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","ВГТРК","да","1222833","1602850","00:01:55","0.0","101851"
"«Амур.инфо» — информационное агентство","amur.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1220605","1642550","00:04:30","0.0","91462"
"24molnia — Все новости 24/7 самые популярные и свежие...","24molnia.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1190000","1520000","","",""
"FTimes.ru - свежие новости России и мира сегодня","ftimes.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1170000","1470000","","",""
"Infox — информационный портал","infox.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1160000","1500000","","",""
"Столичное телевидение — телекомпания","ctv.by","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1150000","1510000","","",""
"Sputnik Беларусь — информационное издание","sputnik.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1140000","1510000","","",""
"«72.ru» — Тюменский портал","72.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1139334","1588200","00:08:08","0.0","81216"
"Украина.ру - последние новости, события, аналитика...","ukraina.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1131921","1525000","00:03:26","0.0","68154"
"Эконет.ру: новости, статьи, обзоры, блоги, видео, события в","econet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1120000","1500000","","",""
"ПолитЭксперт - Общественный политический журнал","politexpert.net","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1110771","1477250","00:01:53","0.0","58721"
"Инфотайм — Новости Политики, Общества, Спорта","infotime.co","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1110000","1440000","","",""
"Последние новости","news-fancy.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1110000","1440000","","",""
"EAOMedia — информационное агентство","eaomedia.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1100000","1410000","","",""
"Sputnik Армения - обновления новостей онлайн 24 часа","armeniasputnik.am","Новости и СМИ","Новости","","","1070000","1410000","","",""
"«Nur.kz» — казахстанский портал","nur.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1070000","1370000","","",""
"Новости США на русском языке - USA.One","usa.one","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1070000","1390000","","",""
"Челябинская государственная телерадиокомпания","cheltv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","ВГТРК","да","1066986","1397200","00:02:00","0.0","67053"
"«Обозреватель» — интернет-газета","obozrevatel.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1060000","1480000","","",""
"«161.ru» — информационный портал Ростова-на-Дону","161.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1057093","1430200","00:02:38","0.0","56695"
"Properm.ru — городской сайт Перми","properm.ru","Новости и СМИ","Новости","","да","1053727","1395550","00:05:19","0.0","50084"
"case-news.com","case-news.com","Новости и СМИ","Новости","","","1050000","1330000","","",""
"Эксперт — деловой еженедельник и его приложения","expert.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1050000","1410000","","",""
"БезФормата - Новости | Новости города | Лента","bezformata.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1040000","1410000","","",""
"«Cорок семь новостей из Ленинградской области»","47news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1036747","1384650","00:03:03","0.0","51180"
"Новости Уфы и Республики Башкортостан: GTRK.TV","gtrk.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","ВГТРК","да","1030218","1343400","00:01:40","0.0","72728"
"PrimaMedia — информационное агентство","primamedia.ru","Новости и СМИ","Новости","","","1030000","1350000","","",""
"«Про город» — городская газета Ярославля","progorod76.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1021205","1309500","00:01:16","0.0","62429"
"«Proufu.ru» — новостной портал","proufu.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1019911","1358900","00:03:00","0.0","73754"
"Суть Событий - электронное периодическое издание","argumentiru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1000000","1260000","","",""
"Последние новости: рейтинг новостей, фото, онлайн...","topnews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1000000","1340000","","",""
"Актуальные новости за неделю","week7.pro","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1000000","1270000","","",""
"Daily Storm – Первое гонзо-центристское СМИ","dailystorm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","992045","1258500","00:00:59","0.0","39008"
"«Чита.ру» — городской портал","chita.ru","Новости и СМИ","Новости","","да","987229","1345050","00:08:55","0.0","70681"
"«Моё! Online» — воронежский информационный портал","moe-online.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","984839","1379250","00:07:47","0.0","78387"
"DonDay - новости Ростова-на-Дону. Происшествия...","donday.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","981980","1290750","00:00:50","0.0","44316"
"Новости мира, России, Украины и Новороссии","pravda-tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","971000","1240000","","",""
"«Важно.ru» — новости","vazhno.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","971000","1310000","","",""
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","966839","1364200","00:09:30","0.0","80016"
