"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"«Gorod48.ru» — информационный портал г. Липецка","gorod48.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","923572","1303550","00:09:40","0.0","64446"
"Репортёр","topcor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","922921","1263900","00:03:34","0.0","48985"
"HELLO! - Daily royal, celebrity, fashion, beauty & lifestyle news","hellomagazine.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","912000","1230000","","",""
"Информационное агентство «Новый Омск» - что ни день...","newsomsk.ru","Новости и СМИ","Новости","","","900000","1180000","","",""
"Новороссия","novorosinform.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","894000","1200000","","",""
"«Tut.by» — новости","news.tut.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","892000","1220000","","",""
"Rex — информационное агентство","iarex.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","891000","1180000","","",""
"«Версия-Саратов» — информационное агентство","nversia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","887531","1167400","00:02:08","0.0","45370"
"Infox — информационный портал","infox.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","884000","1150000","","",""
"Дейта.RU — региональное информационное агентство","deita.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","878000","1220000","","",""
"«V1.ru» — информационный портал Волгограда","v1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","876574","1202900","00:03:16","0.0","45472"
"ZMAN.com — израильское информационное агентство","9tv.co.il","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","875000","1130000","","",""
"FTimes.ru - свежие новости России и мира сегодня","ftimes.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","873000","1110000","","",""
"«Мир новостей» — новости на сайте издательства","mirnov.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","872970","1098550","00:01:05","0.0","33341"
"Суть Событий - электронное периодическое издание","argumentiru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","870000","1120000","","",""
"«Cорок семь новостей из Ленинградской области»","47news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","866299","1167250","00:03:12","0.0","46208"
"«Башинформ» — информационное агентство","bashinform.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","864448","1164300","00:02:45","0.0","49300"
"Блокнот - Новости Воронежа. Информационный портал...","bloknot-voronezh.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","855485","1182450","00:03:08","0.0","43214"
"«ЛипецкМедиа» — информационно-справочный портал","lipetskmedia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","849000","1120000","","",""
"«Собеседник» — издательский дом","sobesednik.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","841000","1110000","","",""
"Sputnik Қазақстан","sputniknews.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","839000","1100000","","",""
"«72.ru» — Тюменский портал","72.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","834993","1172300","00:06:16","0.0","57269"
"Hi-News.ru — новости высоких технологий","hi-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","833449","1139950","00:02:30","0.0","36423"
"«Новый день» — новостной портал","newdaynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","832000","1100000","","",""
"Sputnik Кыргызстан | Жаңылыктар, окуялар, пикирлер...","sputnik.kg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","829000","1050000","","",""
"«LentaChel.ru» — челябинский интернет-портал","lentachel.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","824598","1086600","00:01:15","0.0","33964"
"Великая эпоха — международная газета","epochtimes.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","824000","1050000","","",""
"«БНК» — информационное агентство Республики Коми","bnkomi.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","822744","1110050","00:04:24","0.0","46080"
"Столичное телевидение — телекомпания","ctv.by","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","817000","1030000","","",""
"Блокнот — новости Волгограда и области","bloknot-volgograd.ru","Новости и СМИ","Новости","","да","811588","1107150","00:02:12","0.0","42397"
"Советская Белоруссия — ежедневная газета","sb.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","809703","1029850","00:01:09","0.0","29942"
"Век — общественно-политическая интернет-газета","wek.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","806000","1050000","","",""
"«Обозреватель» — интернет-газета","obozrevatel.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","801000","1050000","","",""
"Петрозаводск ГОВОРИТ | Газета ""Петрозаводск"" online","ptzgovorit.ru","Новости и СМИ","Новости","","","801000","1030000","","",""
"«Русская планета» — дискуссионное онлайн-медиа","rusplt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","795000","1010000","","",""
"Последние новости Москвы, события и все развлечения...","moslenta.ru","Новости и СМИ","Новости","Rambler&Co","да","793434","1111900","00:01:51","0.0","44730"
"«Родной город» — сетевое издание Волгограда","rodgor-vlg.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","792000","1000000","","",""
"CNews.ru — издание о высоких технологиях","cnews.ru","Новости и СМИ, Новости и СМИ->Новости технологий","Новости","","","787000","1090000","","",""
"Новости мира, России, Украины и Новороссии","pravda-tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","781000","1000000","","",""
"Главные новости дня","newsread.top","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","778000","1010000","","",""
"Новости ДНР, ЛНР, Мира и Украины. Новостной Фронт","news-front.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","771421","1071200","00:04:06","0.0","40502"
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","770000","991000","","",""
"Rusbase. Здесь зарабатывают на технологиях","rb.ru","Техника и технологии, Новости и СМИ->Деловые новости, Техника и технологии->Новости Hi-Tech, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","763000","1040000","","",""
"Нью Информ","newinform.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","761169","1020650","00:02:32","0.0","32937"
"«Брянские новости» — интернет-газета","bragazeta.ru","Новости и СМИ","Новости","","да","759716","994750","00:01:32","0.0","34976"
"7х7 — Горизонтальная Россия — интернет-журнал","7x7-journal.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","754000","988000","","",""
"«Радио свобода» — международная радиостанция","svoboda.org","Новости и СМИ","Новости","","","751000","1000000","","",""
"Огниво / index","ognyvo.ru","Новости и СМИ","Новости","","","749000","1000000","","",""
"Подмосковье сегодня — интернет-портал","mosregtoday.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","748000","970000","","",""
"Информационный портал NewsТУТ - свежие новости 2018...","newstut.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","747000","1000000","","",""
"78.ru | Официальный сайт телеканала | Новости политики...","78.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","742000","994000","","",""
