"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"Ура.ру — информационное агентство","ura.news","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","8685103","12651100","00:04:33","0.0","641041"
"Коммерсантъ — издательский дом","kommersant.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","8633462","13155000","00:05:41","0.0","592096"
"Starhit.ru — портал о жизни звезд","starhit.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","8070832","12243800","00:05:56","0.0","659183"
"«Эхо Москвы» — радиостанция","echo.msk.ru","Новости и СМИ","Новости","Газпром-Медиа Холдинг","да","7215054","11190100","00:15:55","0.0","658240"
"«Первый канал» — официальный сайт","1tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","7170000","10300000","","",""
"«НТВ» — телекомпания","ntv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","Газпром-Медиа Холдинг","да","6826729","9468000","00:05:52","0.028796719284755832","348147"
"«Звезда» — телерадиокомпания","tvzvezda.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","6395789","8982400","00:01:59","0.0","340120"
"Экспресс газета - сетевое издание | EG.RU","eg.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Комсомольская правда Digital","да","6315589","8820650","00:03:59","0.0","416616"
"Федеральное агентство новостей. Новости со всего мира","riafan.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6249080","9049450","00:04:31","0.0","480737"
"«Regnum» — федеральное информационное агентство","regnum.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6164632","9067250","00:02:43","0.0","399898"
"«Телепрограмма» — онлайн-версия женского журнала","teleprogramma.pro","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Комсомольская правда Digital","да","6033319","8191400","00:03:30","0.0","393562"
"«Взгляд» — деловая газета","vz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5669201","8544800","00:11:45","0.0","498915"
"«7 дней» — развлекательный портал","7days.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Газпром-Медиа Холдинг","да","5466654","7685500","00:04:49","0.0","402899"
"«360» — телеканал","360tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5387084","7527100","00:02:13","0.0","272973"
"24 СМИ","24smi.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4590000","6850000","","",""
"«Известия.Ru» — ежедневная газета | IZ.RU","iz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4510000","6270000","","",""
"«Ведомости» — ежедневная деловая газета","vedomosti.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4472312","6388400","00:03:17","0.0","235938"
"MSN Россия | Новости, фото, погода, Skype и Outlook","msn.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4373888","7139750","00:44:29","0.0","540578"
"«Свободная Пресса» — ежедневное интернет-издание","svpressa.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4250000","6270000","","",""
"«M24.ru» — московское сетевое издание","m24.ru","Новости и СМИ","Новости","","да","4223249","5920850","00:01:23","0.0","200137"
"Ридус — агентство гражданской журналистики","ridus.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4205924","5694950","00:04:46","0.0","280928"
"«Гарант» — информационно-правовой портал","garant.ru","Государство и общество, Новости и СМИ->Деловые новости, Государство и общество->Законодательство, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4190000","6200000","","",""
"Телеканал Царьград последние новости онлайн","tsargrad.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","4186553","5848100","00:03:00","0.0","274151"
"Wi-fi.ru — информационно-развлекательный портал","wi-fi.ru","Новости и СМИ","Новости","Максима Телеком","да","4001906","7356000","00:59:21","0.0","761546"
"Пронедра: новости России и мира сегодня. Нефть и газ...","pronedra.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3900000","5280000","","",""
"oknews.site","oknews.site","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3730000","5230000","","",""
"«НГС.Новосибирск» — городской портал","ngs.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","3705272","5829350","00:23:24","0.0","294144"
"«ИноСМИ.ru» — переводы публикаций зарубежных СМИ","inosmi.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","РИА","да","3571211","5058350","00:06:21","0.0","223687"
"«Екатеринбург Он-Лайн» — региональный портал","e1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","3518041","5675700","00:36:48","0.0","292001"
"Народные Новости — информационное агентство","nation-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3440490","4828200","00:02:37","0.0","197858"
"«Фонтанка.ру» — петербургская интернет-газета","fontanka.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3419857","5142600","00:10:27","0.0","233224"
"«Anews.com» — новости и блоги","anews.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3222324","4633100","00:15:57","0.0","295905"
"«BFM.ru» — деловой портал","bfm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3219513","4444150","00:01:27","0.0","155563"
"Все новости столицы, России и мира - Вечерняя Москва","vm.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3104267","4198950","00:01:50","0.0","147125"
"ФБА «Экономика сегодня» Новости экономики","rueconomics.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3083092","4385600","00:03:16","0.0","203221"
"Eurasia Daily — информационное агентство","eadaily.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3055102","4241700","00:03:13","0.0","166268"
"«Medialeaks» — развлекательный медиапроект","medialeaks.ru","Новости и СМИ","Новости","","","3020000","4190000","","",""
"«РЕН ТВ» — телеканал","ren.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","3010000","4340000","","",""
"«Правда.Ру» — электронная газета","pravda.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Pravda.Ru","да","2992652","4095650","00:01:53","0.0","145028"
"Новости :: Москва :: RusNews","news-press24.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2800000","3780000","","",""
"Meduza— независимый информационный портал","meduza.io","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2790000","4080000","","",""
"Политические новости и аналитика. Политика дома...","infox.sg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2780000","3910000","","",""
"«Утро.ru» — ежедневная электронная газета","utro.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2762522","3708250","00:02:43","0.0","168037"
"«74.ру» — челябинский портал","74.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","2745182","3917350","00:07:40","0.0","156919"
"«The Village» — городская интернет-газета","the-village.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2744540","3949950","00:03:37","0.0","137206"
"Национальная служба новостей - НСН","nsn.fm","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Мультимедиа Холдинг","да","2665736","3566850","00:01:07","0.0","122124"
"info-vsem.ru | Вся официальная информация в одном месте","info-vsem.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2586462","3476050","00:01:03","0.0","96284"
"Новые известия — газета | Новые Известия newizv.ru","newizv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","1Mediainvest","да","2570844","3606150","00:03:05","0.0","119186"
"«Бизнес Оnline» — электронная газета","business-gazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2513693","3509000","00:06:09","0.0","142985"
"Информационный портал телерадиокомпании «Мир»","mir24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ->Телевидение, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2449791","3215050","00:01:21","0.0","99494"
"Главная","week-news24.ru","Новости и СМИ","Новости","","","2440000","3140000","","",""
"MIXER-NOVOSTEI","alevtinadinna.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2420000","3170000","","",""
"ПолитЭксперт - Общественный политический журнал","politexpert.net","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2392134","3319500","00:02:45","0.0","142454"
"NEWS.ru","news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2320000","3250000","","",""
"RUPOSTERS - новости, которые вы заслужили!","ruposters.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2318244","4463750","00:01:43","0.0","118024"
"Алтапресс — новости Барнаула и Алтайского края, статьи...","altapress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2311406","3017450","00:02:03","0.0","113502"
"Новости Приморья на PRIMPRESS.RU. Последние...","primpress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2310000","3060000","","",""
"«Дождь» — телеканал","tvrain.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","2124106","2964200","00:05:00","0.0","111417"
"«Нижний Новгород онлайн» — городской портал","nn.ru","Новости и СМИ","Новости","HSM","да","2069092","2973900","00:17:03","0.0","109428"
"Петербургский правовой портал","ppt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2010000","2800000","","",""
"«Аргументы недели» — еженедельная газета","argumenti.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2009608","2646600","00:02:19","0.0","100526"
"Невские Новости","nevnov.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1967979","2775000","00:02:25","0.0","115413"
"«Интерфакс» — информационное агентство","interfax.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1910000","2720000","","",""
"Новости ДНР, ЛНР, Мира и Украины. Новостной Фронт","news-front.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1906586","2648500","00:03:52","0.0","128283"
"«Пятый канал» — официальный сайт телерадиокомпании","5-tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1820000","2480000","","",""
"«Росбалт» — информационное агентство","rosbalt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1768812","2436750","00:03:26","0.0","84393"
"1RRE — «1Pre.ru» — аналитический портал","1rre.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1730000","2370000","","",""
"Новости на Znak.com - «Znak.com» — интернет-газета","znak.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1710000","2430000","","",""
"RosRegistr - новости России и мира сегодня. Актуальная...","rosregistr.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1700000","2200000","","",""
"«Новая газета» — общеполитическая газета","novayagazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1680000","2350000","","",""
"«Амител» — информационный сервер Алтайского края","amic.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1675302","2243600","00:03:10","0.0","82922"
"Новости дня: последние новости России и мира сегодня...","zelv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1582107","2087550","00:02:43","0.0","94365"
"Актуальные новости","actualnews.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1547648","1992400","00:01:17","0.0","73685"
"Новости InfoNIAC.ru","infoniac.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1519069","2003750","00:01:11","0.0","61825"
"Информационно-аналитический портал Politpuzzle.ru","politpuzzle.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1505984","2047650","00:02:18","0.0","91230"
"«PenzaInform» — информационное агентство","penzainform.ru","Новости и СМИ","Новости","","да","1503805","1952800","00:01:21","0.0","76936"
"Новости Украины, каталог СМИ - Joinfo","joinfo.ua","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1500000","1920000","","",""
"Инфореактор","inforeactor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1479203","1982350","00:01:42","0.0","62359"
"view-news.com","view-news.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1420000","1800000","","",""
"БезФормата - Новости | Новости города | Лента","bezformata.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1390000","1890000","","",""
"VSE42.RU - информационный сайт Кузбасса. Новости...","vse42.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1330000","1820000","","",""
"Bigpicture.ru — новости в фотографиях","bigpicture.ru","Новости и СМИ","Новости","","да","1325240","1879750","00:03:53","0.0","64263"
"MIXER-NOVOSTEI","mixer-1ruplus.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1320000","1710000","","",""
"«Newsru.com» — новостной портал","newsru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1310665","1945250","00:12:20","0.0","94386"
"Портал OKA.FM - новости Серпухова, происшествия...","oka.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1310000","1750000","","",""
"ПолитРоссия","politros.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1306448","1760950","00:02:03","0.0","75871"
"newzfeed.ru","newzfeed.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1300000","1790000","","",""
"Infox — информационный портал","infox.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1290000","1770000","","",""
"ВашГород.ру — информационный портал","vashgorod.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1280289","1670050","00:01:58","0.0","62039"
"Rex — информационное агентство","iarex.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1270000","1730000","","",""
"Независимое интернет-издание ""ДНИ24""","dni24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1242120","1601200","00:02:30","0.0","69940"
"""Слово без границ"" - новости России и мира сегодня »","wordyou.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1240000","1570000","","",""
"«Белновости» — информационно-новостной портал","belnovosti.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1220000","1590000","","",""
"Новости Перми и Пермского края | В-курсе.ру","v-kurse.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1220000","1670000","","",""
"«Вести Экономика» — аналитические материалы","vestifinance.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","ВГТРК","да","1219653","1674600","00:02:48","0.0","58164"
"«RuNews24.ru» — служба новостей","runews24.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1200000","1590000","","",""
"«Forbes Russia» — финансово-экономический журнал","forbes.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","1190000","1650000","","",""
"BBC - Homepage","bbc.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1180000","1580000","","",""
"«Om1.ru» — информационный портал г. Омска","om1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1169209","1550550","00:02:36","0.0","66289"
"«Nur.kz» — казахстанский портал","nur.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1160000","1580000","","",""
"Провинция — издательский дом","province.ru","Новости и СМИ","Новости","","","1160000","1540000","","",""
"Репортёр","topcor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1158647","1562850","00:04:23","0.0","63204"
"В городе N — портал Нижнего Новгорода","vgoroden.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1150014","1466550","00:01:21","0.0","45318"
"«Popcornnews.ru» — новостной блог о звездах кино","popcornnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1148370","1496100","00:01:22","0.0","47484"
"ToFight.Ru - Новости ММА и бокса. MMA News / Boxing News","tofight.ru","Новости и СМИ","Новости","","","1120000","1480000","","",""
"«Верстов.Инфо» — портал г. Магнитогорска","verstov.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1113062","1508150","00:08:16","0.0","73667"
"Слово и Дело | Новости России и мира","slovodel.com","Новости и СМИ","Новости","","да","1100781","1429750","00:00:52","0.0","50123"
"«Metro» — газета","metronews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1096967","1494750","00:01:21","0.0","45708"
"Русская весна | Только проверенная информация","rusvesna.su","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1092594","1852600","00:38:11","0.0","102579"
"Как делать новости новости новости","howto-news.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1070000","1440000","","",""
"Век — общественно-политическая интернет-газета","wek.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1070000","1380000","","",""
"Sibnet.ru — сибирский портал - Сибнет","sibnet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1060000","1600000","","",""
"Sputnik Беларусь — информационное издание","sputnik.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1050000","1380000","","",""
"Нью Информ","newinform.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1031087","1392000","00:03:05","0.0","48575"
"Эксперт — деловой еженедельник и его приложения","expert.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1030000","1400000","","",""
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1013225","1469900","00:09:26","0.0","70117"
"Новости РОССИИ: последние новости дня - Деловой...","dk.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1009730","1347950","00:01:56","0.0","49431"
"Новости Мойка 78","moika78.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1002025","1393000","00:01:33","0.0","47504"
"«Tut.by» — новости","news.tut.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1000000","1390000","","",""
"«Реальное время» — онлайн-газета деловых новостей","realnoevremya.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","994373","1291850","00:01:10","0.0","40025"
"Sputnik Грузия: последние новости 2018 сегодня онлайн","sputnik-georgia.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","991000","1310000","","",""
"Эконет.ру: новости, статьи, обзоры, блоги, видео, события в","econet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","988000","1350000","","",""
"«Башинформ» — информационное агентство","bashinform.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","982109","1334400","00:01:56","0.0","55743"
"«Bigmir) net» — информационный портал","bigmir.net","Новости и СМИ","Новости","","","982000","1260000","","",""
"Горобзор.ру — уфимский городской портал - Gorobzor.ru","gorobzor.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","980071","1320100","00:01:58","0.0","65561"
"«LentaChel.ru» — челябинский интернет-портал","lentachel.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","971869","1267900","00:01:06","0.0","38297"
"Кубанские новости — Ежедневная...","kubnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","960842","1253150","00:01:04","0.0","43331"
"Гродно 24 — Новости Гродно, новости Гродненской...","grodno24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","958649","1210050","00:01:19","0.0","41742"
"7х7 — Горизонтальная Россия — интернет-журнал","7x7-journal.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","956000","1240000","","",""
"«Sakh.com» — сахалинский портал","sakh.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","935355","1489050","00:55:11","0.07768112415597056","96847"
"Hi-News.ru — новости высоких технологий","hi-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","934791","1275350","00:02:26","0.0","40799"
"Корреспондент — украинская сеть новостей","korrespondent.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","925000","1320000","","",""
"Телеканал RTVI","rtvi.com","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","905000","1220000","","",""
"«Новый день» — новостной портал","newdaynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","904000","1200000","","",""
"A42.RU - Региональный сайт Кузбасса","a42.ru","Новости и СМИ","Новости","","","894000","1170000","","",""
"Украина.ру - последние новости, события, аналитика...","ukraina.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","888000","1200000","","",""
"Великая эпоха — международная газета","epochtimes.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","887000","1140000","","",""
"Наша версия — электронная версия газеты","versia.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","886978","1178650","00:02:54","0.0","34669"
"Вести Воронеж","vestivrn.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","ВГТРК","да","883698","1181450","00:02:29","0.0","51256"
"Новости :: Москва :: NEWSEUM","newseum.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","882463","1141750","00:04:28","0.0","35344"
"Кремлевская пресса — информационное агентство","sm-news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","877487","1769100","00:02:33","0.0","34096"
"«Говорит Москва» — радиостанция","govoritmoskva.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","872000","1170000","","",""
"«Про город» — городская газета Ярославля","progorod76.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","871457","1143500","00:01:29","0.0","45182"
"Новости Уфы и Республики Башкортостан: GTRK.TV","gtrk.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","ВГТРК","да","860804","1198350","00:01:39","0.0","62600"
"Живая Кубань","livekuban.ru","Новости и СМИ","Новости","","","853000","1090000","","",""
