"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"Sputnik Кыргызстан | Жаңылыктар, окуялар, пикирлер...","sputnik.kg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","883000","1140000","","",""
"«SoccerNews.ru» — новости футбола","soccernews.ru","Новости и СМИ","Новости","","","867000","1160000","","",""
"Sputnik Қазақстан","sputniknews.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","864000","1110000","","",""
"Аргументы и факты в Беларуси — газета","aif.by","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","861000","1100000","","",""
"Суть Событий - электронное периодическое издание","argumentiru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","860000","1090000","","",""
"«Улпресса» — дайджест ульяновских СМИ","ulpressa.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","860000","1130000","","",""
"Псковская лента новостей","pln-pskov.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","859000","1120000","","",""
"Алтапресс — новости Барнаула и Алтайского края, статьи...","altapress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","854000","1170000","","",""
"«V1.ru» — информационный портал Волгограда","v1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","851463","1150900","00:03:50","0.0","48025"
"«66.ru» — городской портал Екатеринбурга","66.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","850000","1150000","","",""
"Лучшее из сети - Информационный портал Крамола","kramola.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","849000","1200000","","",""
"Новости Перми и Пермского края | В-курсе.ру","v-kurse.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","848000","1110000","","",""
"«Allboxing.ru» — портал бокса и ММА","allboxing.ru","Новости и СМИ","Новости","","","846000","1240000","","",""
"Sputnik Tajikistan news today","sputnik-tj.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","842000","1090000","","",""
"«Завтра» — газета","zavtra.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","840000","1090000","","",""
"«InoPressa» — материалы зарубежной прессы","inopressa.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","830529","1102350","00:03:57","0.0","44626"
"24molnia — Все новости 24/7 самые популярные и свежие...","24molnia.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","826000","1140000","","",""
"Новороссия","novorosinform.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","818000","1080000","","",""
"ФедералПресс — сеть информационных агентств","fedpress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","807000","1070000","","",""
"«Ufa1.ru» — информационный портал Уфы","ufa1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","806630","1122200","00:03:39","0.0","51451"
"«Важно.ru» — новости","vazhno.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","798000","1060000","","",""
"Слово и Дело | Новости России и мира","slovodel.com","Новости и СМИ","Новости","","","792000","1020000","","",""
"Экономическое обозрение","finobzor.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","789000","1070000","","",""
"A42.RU - Региональный сайт Кузбасса","a42.ru","Новости и СМИ","Новости","","","787000","1040000","","",""
"Deutsche Welle — телерадиокомпания","dw.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","785000","1010000","","",""
"Новости Твери и Тверской области сегодня","tverigrad.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","777000","1090000","","",""
"«Белорусский партизан» — информационный ресурс","belaruspartisan.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","776000","995000","","",""
"«Proufu.ru» — новостной портал","proufu.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","775000","1080000","","",""
"Невские Новости","nevnov.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","768000","1000000","","",""
"Смоленская народная газета — еженедельник","smolnarod.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","768000","1000000","","",""
"«Forbes Russia» — финансово-экономический журнал","forbes.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","766000","1070000","","",""
"«Forbes Russia» — финансово-экономический журнал","forbes.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","766000","1070000","","",""
"В городе N — портал Нижнего Новгорода","vgoroden.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","758583","980050","00:01:51","0.0","37394"
"Новости :: Москва :: RusNews","rosnews.biz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","754000","944000","","",""
"«Алтайская правда» — информационный портал","ap22.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","751000","975000","","",""
"Сайт Барабинска и Куйбышева","8plus1.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","744000","939000","","",""
"«Первое Антикоррупционное СМИ»","pasmi.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","744000","1000000","","",""
"«Gorod48.ru» — информационный портал г. Липецка","gorod48.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","742802","1101900","00:17:35","0.0","62394"
"Bigpicture.ru — новости в фотографиях","bigpicture.ru","Новости и СМИ","Новости","","","736000","1020000","","",""
"«RuNews24.ru» — служба новостей","runews24.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","735000","939000","","",""
"Новости Сызрани - КТВ-ЛУЧ","ktv-ray.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","734000","939000","","",""
"Лента новостей Крыма","crimea-news.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","731000","960000","","",""
"РИАМО — главные новости дня Подмосковья","riamo.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","727000","979000","","",""
"«Говорит Москва» — радиостанция","govoritmoskva.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","726000","979000","","",""
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","725000","934000","","",""
"«Cорок семь новостей из Ленинградской области»","47news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","720021","976500","00:04:33","0.0","41626"
"«Правда.Ру» — электронная газета","pravda.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","713000","998000","","",""
"«Popcornnews.ru» — новостной блог о звездах кино","popcornnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","712000","966000","","",""
"Такие дела — инфопортал фонда Нужна помощь","takiedela.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","710000","928000","","",""
"ГТРК «Владивосток»— приморское телевидение и радио","vestiprim.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","ВГТРК","да","709576","934650","00:01:19","0.0","37027"
"«Амур.инфо» — информационное агентство","amur.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","706000","941000","","",""
"Русские новости | горячие новости и минимум цензуры...","ru-nov.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","704000","920000","","",""
"Телеканал RTVI","rtvi.com","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","703000","936000","","",""
"«Брянские новости» — интернет-газета","bragazeta.ru","Новости и СМИ","Новости","","","701000","940000","","",""
"«Мир новостей» — новости на сайте издательства","mirnov.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","700000","887000","","",""
