"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Медиахолдинг","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"Wi-fi.ru — информационно-развлекательный портал","wi-fi.ru","Новости и СМИ","Новости","Максима Телеком","да","8718540","15305400","00:23:31","0.0","1110578"
" РИА ""SM-News""","sm-news.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","8698786","11927650","00:14:55","0.0","1189267"
"«Regnum» — федеральное информационное агентство","regnum.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","8612216","13231900","00:02:59","0.0","717391"
"«Life.ru» — информационный портал","life.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","8297145","12118750","00:04:21","0.0","567692"
"«Первый канал» — официальный сайт","1tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","8160000","11800000","","",""
"Ура.ру — информационное агентство","ura.news","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","7881885","11811700","00:03:55","0.0","581477"
"Федеральное агентство новостей. Новости со всего мира","riafan.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","7560128","11192200","00:03:46","0.0","624185"
"«Взгляд» — деловая газета","vz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","7406329","11699150","00:08:39","0.0","708169"
"«Ведомости» — ежедневная деловая газета","vedomosti.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6884079","10184700","00:02:54","0.0","393608"
"«360» — телеканал","360tv.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","6597222","9482300","00:02:26","0.0","394345"
"«Гарант» — информационно-правовой портал","garant.ru","Государство и общество, Новости и СМИ->Деловые новости, Государство и общество->Законодательство, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","6480000","9420000","","",""
"Starhit.ru — портал о жизни звезд","starhit.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","6430868","9323250","00:05:05","0.0","470793"
"«Эхо Москвы» — радиостанция","echo.msk.ru","Новости и СМИ","Новости","Газпром-Медиа Холдинг","да","6299777","9998700","00:13:41","0.0","615198"
"«M24.ru» — московское сетевое издание","m24.ru","Новости и СМИ","Новости","","да","6110857","8562500","00:01:26","0.0","309657"
"«Известия.Ru» — ежедневная газета | IZ.RU","iz.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","6070000","8590000","","",""
"«7 дней» — развлекательный портал","7days.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Газпром-Медиа Холдинг","да","6052167","8716150","00:02:55","0.0","439066"
"MSN Россия | Новости, фото, погода, Skype и Outlook","msn.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5631027","9493300","00:14:10","0.0","550519"
"«Телепрограмма» — онлайн-версия женского журнала","teleprogramma.pro","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Комсомольская правда Digital","да","5415344","7663550","00:03:31","0.0","410781"
"«Звезда» — телерадиокомпания","tvzvezda.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","5228740","7399000","00:01:39","0.0","291422"
"NEWS.ru","news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","5177787","7412000","00:02:15","0.0","322883"
"24 СМИ","24smi.info","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","5060000","7490000","","",""
"«Фонтанка.ру» — петербургская интернет-газета","fontanka.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","4991051","7516900","00:07:37","0.0","356582"
"Meduza— независимый информационный портал","meduza.io","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","4730000","6730000","","",""
"«Утро.ru» — ежедневная электронная газета","utro.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4674059","6073550","00:01:19","0.0","285791"
"«Екатеринбург Он-Лайн» — региональный портал","e1.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","4571994","6984250","00:13:14","0.0","329228"
"«Новая газета» — общеполитическая газета","novayagazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4503454","6418450","00:04:45","0.0049055622746436685","275152"
"Все новости столицы, России и мира - Вечерняя Москва","vm.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","4472650","6262250","00:02:06","0.0","245962"
"«Росбалт» — информационное агентство","rosbalt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4401595","5939100","00:02:20","0.0","241313"
"«Правда.Ру» — электронная газета","pravda.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Pravda.Ru","да","4178025","5744650","00:00:57","0.0","215849"
"Дни.ру – влиятельная российская интернет-газета","dni.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","4075132","5349900","00:04:15","0.0","392644"
"Телеканал Царьград последние новости онлайн","tsargrad.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","4056372","5505200","00:02:45","0.0","254573"
"Политические новости и аналитика. Политика дома...","infox.sg","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","4050000","5830000","","",""
"«BFM.ru» — деловой портал","bfm.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3986826","5527850","00:00:54","0.0","205222"
"VistaNews.ru - независимый информационный портал...","vistanews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3984082","5120150","00:04:31","0.0","354077"
"«Medialeaks» — развлекательный медиапроект","medialeaks.ru","Новости и СМИ","Новости","","да","3927893","5331400","00:02:00","0.0","206426"
"«ИноСМИ.ru» — переводы публикаций зарубежных СМИ","inosmi.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","МИА «Россия сегодня»","да","3769673","5428700","00:05:23","0.0","257179"
"Ридус — агентство гражданской журналистики","ridus.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","3730460","5136750","00:02:49","0.0","199635"
"Eurasia Daily — информационное агентство","eadaily.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3691180","5280350","00:02:31","0.0","247535"
"Информационный портал телерадиокомпании «Мир»","mir24.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ->Телевидение, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3560361","4861900","00:01:13","0.0","166749"
"Народные Новости — информационное агентство","nation-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","3357110","4634700","00:01:26","0.0","183467"
"Корреспондент — украинская сеть новостей","korrespondent.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","3290000","4550000","","",""
"Украина.ру - последние новости, события, аналитика...","ukraina.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","МИА «Россия сегодня»","да","3286266","4535400","00:02:06","0.0","196060"
"ИА КРАСНАЯ ВЕСНА. Мир через призму гибридных войн.","rossaprimavera.ru","Новости и СМИ","Новости","","да","3143309","4344750","00:02:11","0.0","161662"
"1RRE — «1Pre.ru» — аналитический портал","1rre.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","3000000","4040000","","",""
"«НГС.Новосибирск» — городской портал","ngs.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","2987315","4602700","00:16:08","0.0","217466"
"«Нижний Новгород онлайн» — городской портал","nn.ru","Новости и СМИ","Новости","HSM","да","2986408","4173150","00:05:40","0.0","151694"
"«Петербургский дневник» - ежедневное издание...","spbdnevnik.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2979326","4004500","00:01:14","0.0","135850"
"BBC - Homepage","bbc.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2960000","4070000","","",""
"«Интерфакс» — информационное агентство","interfax.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2920000","4270000","","",""
"«Собеседник» — издательский дом","sobesednik.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2890000","3980000","","",""
"Национальная служба новостей - НСН","nsn.fm","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Мультимедиа Холдинг","да","2880048","4155250","00:01:48","0.0","149135"
"Невские Новости","nevnov.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2833295","4081050","00:02:26","0.0","185662"
"«РЕН ТВ» — телеканал","ren.tv","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","2810000","4020000","","",""
"ФБА «Экономика сегодня» Новости экономики","rueconomics.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2805836","3885650","00:01:46","0.0","158642"
"«Пятый канал» — официальный сайт телерадиокомпании","5-tv.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","2780000","3780000","","",""
"Экспресс газета - сетевое издание | EG.RU","eg.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","Комсомольская правда Digital","да","2756856","3660850","00:02:16","0.0","142280"
"Новости :: Москва :: RusNews","runews24m.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","2640000","3550000","","",""
"«Бизнес Оnline» — электронная газета","business-gazeta.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2632301","3756000","00:06:10","0.0","174983"
"«The Village» — городская интернет-газета","the-village.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","2622962","3652600","00:01:41","0.0","134962"
"ОНТ — общенациональное телевидение Беларуси","ont.by","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","2620000","3450000","","",""
"FTimes.ru - свежие новости России и мира сегодня","ftimes.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2550000","3340000","","",""
"Новости на Znak.com - «Znak.com» — интернет-газета","znak.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2535662","3526750","00:02:43","0.0","141386"
"«Anews.com» — новости и блоги","anews.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2451858","3467450","00:11:27","0.0","225222"
"Новости Зеленодольска","zpravda.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2171506","2795400","00:01:10","0.0","158487"
"«Popcornnews.ru» — новостной блог о звездах кино","popcornnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Киноафиша","да","2127905","2789650","00:01:10","0.0","98690"
"Пронедра: новости России и мира сегодня. Нефть и газ...","pronedra.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","2090000","2770000","","",""
"Новые известия — газета | Новые Известия newizv.ru","newizv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","1Mediainvest","да","2081424","2839200","00:02:37","0.0","93246"
"VSE42.RU - информационный сайт Кузбасса. Новости...","vse42.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2050382","2763300","00:01:36","0.0","109599"
"«Парламентская газета» — издание парламента РФ","pnp.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","2024290","2725150","00:01:25","0.0","94104"
"«74.ру» — челябинский портал","74.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","HSM","да","2016630","2964000","00:08:30","0.0","134375"
"«Свободная Пресса» — ежедневное интернет-издание","svpressa.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1960000","2880000","","",""
"RUPOSTERS - новости, которые вы заслужили!","ruposters.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1944507","3656500","00:02:21","0.0","99981"
"Известия Мордовии — электронная версия газеты","izvmor.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1940000","2640000","","",""
"Инфотайм — Новости Политики, Общества, Спорта","infotime.co","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1850000","2510000","","",""
"«Tut.by» — новости","news.tut.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1850000","2670000","","",""
"Последние новости","news-fancy.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1830000","2430000","","",""
"Bigpicture.ru — новости в фотографиях","bigpicture.ru","Новости и СМИ","Новости","","да","1824467","2512750","00:01:35","0.0","75885"
"Профиль — еженедельный журнал","profile.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1777510","2348600","00:01:33","0.0","79878"
"ТВ Центр — телекомпания","tvc.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","","1720000","2350000","","",""
"Слово и Дело | Новости России и мира","slovodel.com","Новости и СМИ","Новости","","да","1712298","2274400","00:01:00","0.0","83697"
"Как делать новости новости новости","howto-news.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1710000","2320000","","",""
"Экспресс-Новости: последние новости в России и в мире...","express-novosti.ru","Новости и СМИ","Новости","","да","1695512","2203700","00:03:17","0.0","131847"
"«Rambler News Service» — информационное агентство","rns.online","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","Rambler&Co","да","1685123","2236800","00:01:25","0.0","72906"
"Новости Уфы и Башкирии - ToDay News Ufa","tdnu.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1642156","2186650","00:01:09","0.0","88902"
"Независимое интернет-издание ""ДНИ24""","dni24.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1609857","2158650","00:01:21","0.0","84957"
"«Newsru.com» — новостной портал","newsru.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1574005","2240100","00:08:41","0.0","106634"
"Огниво / index","ognyvo.ru","Новости и СМИ","Новости","","","1550000","2060000","","",""
"Radarmedia — Новости Политики, Общества, Спорта","radarmedia.net","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1540000","2100000","","",""
"Беларусь сегодня - информационный портал","sb.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1508022","2002000","00:01:24","0.0","66065"
"«Амител» — информационный сервер Алтайского края","amic.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1505426","2010350","00:02:49","0.0","78280"
"«Важно.ru» — новости","vazhno.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1490000","2090000","","",""
"«Дождь» — телеканал","tvrain.ru","Новости и СМИ->Телевидение, Новости и СМИ","Новости","","да","1459490","2041850","00:08:20","0.033302044647594176","82274"
"«72.ru» — Тюменский портал","72.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1457690","2085900","00:06:52","0.0","97049"
"Кубанские новости — Ежедневная...","kubnews.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1457460","1917200","00:00:58","0.0","69272"
"DonDay - новости Ростова-на-Дону. Происшествия...","donday.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1437183","1875650","00:01:03","0.0","64077"
"«Sakh.com» — сахалинский портал","sakh.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1423973","2136550","00:42:39","0.10469679706291936","135069"
"ПолитЭксперт - Общественный политический журнал","politexpert.net","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1378069","1899650","00:01:57","0.0","80853"
"Новости Уральска, Актобе, Атырау | Мой город","mgorod.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1347503","1779100","00:01:22","0.0","62293"
"Эконет.ру: новости, статьи, обзоры, блоги, видео, события в","econet.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1330000","1760000","","",""
"Алтапресс — новости Барнаула и Алтайского края, статьи...","altapress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1313262","1752850","00:02:21","0.0","71699"
"«Nur.kz» — казахстанский портал","nur.kz","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1290000","1760000","","",""
"few-news.com","few-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1280000","1670000","","",""
"Челябинская государственная телерадиокомпания","cheltv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","ВГТРК","да","1279852","1668000","00:01:51","0.0","74587"
"ZMAN.com — израильское информационное агентство","9tv.co.il","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1270000","1670000","","",""
"Информационный портал Comandir - Самые актуальные...","comandir.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1270000","1710000","","",""
"Sputnik Беларусь — информационное издание","sputnik.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1270000","1720000","","",""
"Sputnik Армения - обновления новостей онлайн 24 часа","armeniasputnik.am","Новости и СМИ","Новости","","","1260000","1730000","","",""
"«Обозреватель» — интернет-газета","obozrevatel.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1240000","1690000","","",""
"Новости Мойка 78","moika78.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1239794","1696800","00:01:08","0.0","60712"
"Последние новости Москвы, события и все развлечения...","moslenta.ru","Новости и СМИ","Новости","Rambler&Co","да","1238926","1696700","00:01:25","0.0","63230"
"Home","info-tses.kz","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1230000","1610000","","",""
"Столица на Onego.ru — интернет-журнал Карелии","stolicaonego.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1202875","1592400","00:02:05","0.0","69004"
"pikt-news.com","pikt-news.com","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1200000","1560000","","",""
"Наша версия — электронная версия газеты","versia.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1188430","1622550","00:01:50","0.0","49946"
"Финансовые новости: статьи, оценки, аналитика мирового...","finanz.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","","","1170000","1710000","","",""
"Новости Приморья на PRIMPRESS.RU. Последние...","primpress.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1170000","1650000","","",""
"«НГС.Красноярск» — городской портал Красноярска","ngs24.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","HSM","да","1168238","1567500","00:03:02","0.0","58812"
"БезФормата - Новости | Новости города | Лента","bezformata.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1140000","1580000","","",""
"Великая эпоха — международная газета","epochtimes.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1130000","1490000","","",""
"Hi-News.ru — новости высоких технологий","hi-news.ru","Наука, Техника и технологии, Наука->Научные журналы и публикации, Новости и СМИ->Научные журналы и публикации, Техника и технологии->Новости Hi-Tech, Новости и СМИ","Новости","","да","1122885","1495000","00:01:49","0.0","49494"
"Международный портал ""Каспийские новости""","casp-news.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1120000","1490000","","",""
"Агентство конфликтных ситуаций Монависта: новости...","monavista.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1109023","1436450","00:01:19","0.0","44947"
"Эксперт — деловой еженедельник и его приложения","expert.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1100000","1500000","","",""
"Городовой — новости Санкт-Петербурга","gorodovoy.spb.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1100000","1450000","","",""
"«Новый день» — новостной портал","newdaynews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1090000","1520000","","",""
"Орбита Sputnik","sputniknews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1090000","1500000","","",""
"«Амур.инфо» — информационное агентство","amur.info","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1089898","1491600","00:04:19","0.0","91282"
"Infox — информационный портал","infox.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1080000","1460000","","",""
"Достоверные новости, важнейшие события России и мира.","lesmi.ru","Новости и СМИ","Новости","","","1080000","1440000","","",""
"«Русская планета» — дискуссионное онлайн-медиа","rusplt.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1075425","1405650","00:02:03","0.0","47138"
"ПолитРоссия","politros.com","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1073729","1478200","00:02:12","0.0","63959"
"case-news.com","case-news.com","Новости и СМИ","Новости","","","1070000","1380000","","",""
"Челнинские известия — городская газета","chelny-izvest.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1070000","1420000","","",""
"«PenzaInform» — информационное агентство","penzainform.ru","Новости и СМИ","Новости","","да","1065378","1444550","00:02:01","0.0","57028"
"Актуальные новости","actualnews.org","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1058778","1387400","00:01:28","0.0","47073"
"«Bigmir) net» — информационный портал","bigmir.net","Новости и СМИ","Новости","","","1030000","1360000","","",""
"RMNews.ru","rmnews.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1030000","1360000","","",""
"«RuNews24.ru» — служба новостей","runews24.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1030000","1370000","","",""
"«Proufu.ru» — новостной портал","proufu.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","1020018","1396250","00:02:52","0.0","65849"
"Портал OKA.FM - новости Серпухова, происшествия...","oka.fm","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","1020000","1380000","","",""
"«Клопс.ru» — калининградский новостной портал","klops.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","да","1013286","1478650","00:09:23","0.0","85779"
"«Говорит Москва» — радиостанция","govoritmoskva.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","1000000","1370000","","",""
"«Белновости» — информационно-новостной портал","belnovosti.by","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","","","996000","1300000","","",""
"glavnoe-smi.ru","glavnoe-smi.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","","989000","1280000","","",""
"«Про город» — городская газета Ярославля","progorod76.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","","да","979714","1286850","00:01:16","0.0","58349"
